GeneID,IU_2.5preg_n1,IU_2.5preg_n2,IU_2.5preg_n3,IA_2.5preg_n1,IA_2.5preg_n2,IA_2.5preg_n3
Npas2,2049.0,3371.0,2341.0,1641.0,2755.0,3239.0
Ndufa13,2944.0,4207.0,3009.0,3207.0,4260.0,4920.0
Gm45916,9.0,12.0,11.0,9.0,7.0,9.0
Hdac10,1157.0,1462.0,1336.0,1394.0,1797.0,2000.0
Trim12c,1156.0,2017.0,1351.0,1125.0,1623.0,1737.0
Zfp397,2159.0,3465.0,2547.0,2669.0,3258.0,3388.0
Atn1,7653.0,12663.0,8271.0,8920.0,12227.0,12959.0
Lsm5,416.0,361.0,375.0,261.0,285.0,318.0
Spata45,5.0,21.0,10.0,29.0,33.0,21.0
5033430I15Rik,40.0,44.0,14.0,33.0,42.0,63.0
Urah,525.0,583.0,533.0,1155.0,1494.0,1850.0
Ddhd1,1281.0,1547.0,1186.0,1229.0,1655.0,1627.0
Haus7,326.0,448.0,274.0,382.0,404.0,442.0
Gm10029,33.0,24.0,35.0,15.0,39.0,19.0
Mettl24,186.0,628.0,241.0,259.0,302.0,382.0
Gm12704,0.0,0.0,1.0,0.0,3.0,0.0
Stat3,11787.0,17519.0,11863.0,11173.0,16002.0,18191.0
Hmg20a,3114.0,4486.0,3136.0,3000.0,4236.0,4232.0
Tmem60,666.0,644.0,609.0,640.0,822.0,954.0
Gm11981,25.0,4.0,17.0,25.0,39.0,45.0
Emb,32493.0,36602.0,31052.0,22192.0,33638.0,36040.0
Higd1a,948.0,1104.0,1126.0,742.0,997.0,1123.0
Ssr2,3120.0,4475.0,3409.0,3875.0,5097.0,5679.0
Nrarp,388.0,691.0,437.0,474.0,787.0,812.0
Uqcc3,852.0,1112.0,822.0,1009.0,1361.0,1424.0
Zfp595,430.0,661.0,488.0,476.0,596.0,610.0
Ctdnep1,3908.0,5545.0,4150.0,4018.0,5906.0,5958.0
Slc16a14,67.0,50.0,33.0,9.0,20.0,5.0
Smim14,12200.0,13841.0,11736.0,8514.0,12846.0,13349.0
Cacna1e,519.0,788.0,431.0,378.0,576.0,510.0
Zmat2,2745.0,3625.0,2549.0,3114.0,4469.0,4705.0
Nprl2,854.0,1080.0,920.0,822.0,1192.0,1097.0
Hadha,5542.0,9621.0,5827.0,6505.0,9603.0,10044.0
Rapgefl1,585.0,823.0,704.0,779.0,1169.0,994.0
2310001H17Rik,334.0,425.0,343.0,606.0,721.0,662.0
Aipl1,29.0,84.0,33.0,46.0,62.0,52.0
Gm16010,105.0,186.0,172.0,42.0,77.0,86.0
Zfp617,964.0,1209.0,990.0,897.0,1215.0,1371.0
Rps15a-ps5,113.0,135.0,102.0,70.0,95.0,137.0
Riox2,1300.0,1475.0,1352.0,973.0,1458.0,1472.0
Gm8225,7.0,7.0,4.0,4.0,4.0,7.0
Gm6570,1.0,4.0,0.0,2.0,2.0,0.0
Herpud1,7359.0,7061.0,5631.0,6614.0,7137.0,7959.0
Col24a1,23.0,76.0,54.0,4.0,4.0,9.0
Rnf217,4880.0,6120.0,5241.0,3261.0,4666.0,5294.0
Mug1,46.0,32.0,41.0,13.0,19.0,27.0
Golga4,10552.0,12741.0,10619.0,11018.0,15492.0,16856.0
Zfyve21,2508.0,3107.0,2311.0,2267.0,2635.0,2795.0
Zfp740,6539.0,9483.0,6756.0,5711.0,7588.0,7649.0
C1qtnf1,1310.0,2099.0,1162.0,1134.0,1364.0,1579.0
Rbfox3,13.0,38.0,14.0,4.0,1.0,6.0
Romo1,1249.0,1531.0,1242.0,1322.0,1955.0,2137.0
Endov,1926.0,3001.0,1912.0,1981.0,2412.0,2573.0
Snapin,3104.0,4238.0,2923.0,3556.0,4706.0,5107.0
Tent5a,2045.0,3544.0,2100.0,3421.0,6080.0,5480.0
Commd1,1454.0,1694.0,1544.0,1410.0,1807.0,2081.0
Papolg,766.0,1169.0,764.0,821.0,1058.0,1152.0
Gnai2,18950.0,30050.0,19081.0,18645.0,28632.0,29963.0
Zfp709,685.0,833.0,624.0,522.0,644.0,682.0
Pvr,1080.0,1854.0,1300.0,2074.0,2972.0,2947.0
Dmxl1,3502.0,4641.0,3117.0,3786.0,5096.0,5056.0
Fgfrl1,2980.0,3796.0,3195.0,3167.0,5170.0,5323.0
Kif26a,1187.0,1715.0,1192.0,1238.0,1956.0,2228.0
Ptgr2,3274.0,4298.0,2923.0,3222.0,4599.0,4797.0
Zmynd11,6270.0,9691.0,6410.0,6444.0,8545.0,8530.0
Ddx27,1551.0,2005.0,1545.0,1559.0,2439.0,2444.0
Mif,2176.0,3136.0,2548.0,2476.0,3641.0,4325.0
Slc15a4,1210.0,1642.0,1272.0,1254.0,1665.0,1927.0
Fkbp11,470.0,413.0,511.0,363.0,367.0,489.0
Wdr5b,348.0,444.0,284.0,325.0,430.0,353.0
H2-Q1,1.0,2.0,2.0,2.0,2.0,0.0
Prpf38b,6289.0,8155.0,6940.0,6724.0,8909.0,8168.0
Abat,5906.0,8083.0,5535.0,5885.0,9345.0,9567.0
Tnks1bp1,7806.0,11608.0,8260.0,8617.0,12161.0,13025.0
Ndufs6b,16.0,40.0,8.0,51.0,50.0,26.0
Tmem59,9582.0,11480.0,9193.0,8644.0,12012.0,12758.0
Gm5445,2.0,3.0,0.0,3.0,7.0,3.0
Riok1,752.0,1078.0,805.0,1044.0,1409.0,1409.0
Chic1,2051.0,2657.0,1848.0,2361.0,3272.0,3286.0
Ubfd1,3039.0,4495.0,3138.0,3241.0,4811.0,4953.0
Pygo2,2871.0,4582.0,3262.0,2999.0,4472.0,4689.0
Extl2,1229.0,1691.0,1259.0,1571.0,2106.0,2169.0
Plat,43196.0,49913.0,38992.0,40778.0,64706.0,69843.0
Zfp869,3399.0,4415.0,3348.0,3056.0,3973.0,4052.0
Maea,5585.0,7787.0,5625.0,6268.0,9006.0,10023.0
Zdhhc4,1496.0,2361.0,1570.0,1567.0,2319.0,2263.0
H2aj,4565.0,5799.0,5806.0,3691.0,5520.0,5760.0
Plscr2,1182.0,1269.0,1190.0,1669.0,2127.0,2250.0
Gcnt2,11600.0,12759.0,10326.0,6989.0,9720.0,10326.0
Cdk2ap2,3058.0,3891.0,2982.0,2409.0,3315.0,3982.0
Sik1,1219.0,2171.0,1108.0,2850.0,4299.0,4073.0
Gch1,53.0,115.0,37.0,56.0,117.0,155.0
Zfyve9,920.0,1374.0,932.0,1196.0,1675.0,1677.0
Nkain2,55.0,123.0,41.0,29.0,45.0,57.0
Nans,1369.0,1723.0,1449.0,818.0,1415.0,1543.0
Brd7,1909.0,2838.0,1775.0,2218.0,2886.0,3273.0
Rbm12b1,301.0,497.0,281.0,315.0,444.0,427.0
Nxnl2,331.0,410.0,321.0,195.0,276.0,357.0
Padi4,28.0,56.0,32.0,36.0,52.0,43.0
Gcn1,5921.0,8361.0,6330.0,5527.0,8111.0,9065.0
Spaca6,623.0,964.0,727.0,665.0,718.0,555.0
Fam177a,1.0,5.0,5.0,4.0,1.0,2.0
Gm21370,89.0,104.0,53.0,46.0,82.0,82.0
Edem2,5118.0,5494.0,5041.0,4094.0,5325.0,5987.0
Rps9,12381.0,13917.0,11982.0,10219.0,12604.0,14333.0
H4c17,9.0,24.0,10.0,3.0,14.0,8.0
Rsph9,681.0,985.0,748.0,6001.0,7653.0,8701.0
Gps2,1490.0,2027.0,1499.0,1866.0,2518.0,2811.0
Dram1,1708.0,2083.0,1495.0,2496.0,3217.0,3102.0
Scml4,378.0,543.0,280.0,484.0,693.0,833.0
Nfxl1,1183.0,1585.0,1218.0,1498.0,1705.0,1856.0
Or5m3b,343.0,391.0,287.0,247.0,261.0,238.0
Tcf25,13509.0,19116.0,13596.0,14572.0,19777.0,20476.0
Med18,276.0,393.0,357.0,230.0,392.0,350.0
Ccdc116,51.0,77.0,51.0,95.0,102.0,93.0
Nlrc5,370.0,616.0,334.0,679.0,787.0,870.0
Agr2,2873.0,1800.0,2831.0,2182.0,2221.0,2894.0
Rab8a,2294.0,2774.0,2246.0,2024.0,3030.0,3405.0
Acrbp,400.0,661.0,489.0,447.0,531.0,418.0
Mir1191,20.0,37.0,25.0,22.0,31.0,30.0
Ung,246.0,259.0,209.0,286.0,321.0,333.0
Grem2,532.0,1252.0,476.0,80.0,120.0,127.0
Dusp11,7083.0,8823.0,7127.0,9654.0,10273.0,10188.0
Atp2c2,7618.0,6810.0,5521.0,1774.0,2215.0,2523.0
D1Ertd448e,610.0,810.0,594.0,799.0,1085.0,1090.0
Uba5,2366.0,3098.0,2526.0,2462.0,3304.0,3473.0
Herc4,2943.0,3309.0,2854.0,2271.0,2458.0,3066.0
Keg1,3.0,4.0,1.0,11.0,7.0,9.0
Mien1,3371.0,3801.0,3695.0,2074.0,2968.0,3214.0
Map2k7,5171.0,8063.0,5626.0,5596.0,7068.0,7268.0
Lyrm4,434.0,568.0,417.0,930.0,1249.0,1289.0
Cyp2j6,895.0,1247.0,785.0,809.0,1223.0,1236.0
Poldip3,6751.0,9096.0,6649.0,6869.0,9860.0,10756.0
Rsad2,354.0,634.0,304.0,439.0,580.0,1070.0
B3galt2,8.0,14.0,13.0,22.0,20.0,12.0
Fosb,16.0,55.0,19.0,21.0,44.0,50.0
Mapk14,4989.0,6575.0,4770.0,6402.0,8409.0,8532.0
Arih1,5785.0,7914.0,5753.0,6239.0,8456.0,9342.0
Eno1b,97.0,134.0,104.0,110.0,163.0,265.0
Pzp,14.0,11.0,7.0,12.0,13.0,25.0
Slc22a5,2803.0,3632.0,2386.0,2116.0,2868.0,2973.0
Adora1,560.0,842.0,527.0,1031.0,1578.0,1282.0
Gorasp1,2250.0,2932.0,2137.0,2336.0,3475.0,3425.0
Ube2m,3169.0,5322.0,3847.0,3340.0,5130.0,5032.0
Prmt2,3030.0,3925.0,2913.0,2836.0,4295.0,4534.0
Cmtr1,3257.0,4665.0,3043.0,2778.0,4080.0,4644.0
Gm7846,42.0,51.0,63.0,44.0,58.0,62.0
Oog1,40.0,25.0,31.0,19.0,29.0,35.0
Spidr,583.0,778.0,623.0,970.0,1595.0,1730.0
Gm8971,8.0,15.0,11.0,21.0,11.0,11.0
Chchd2-ps,74.0,75.0,72.0,90.0,185.0,186.0
Rpl31-ps9,286.0,437.0,348.0,245.0,306.0,349.0
Rab7,4989.0,6354.0,4632.0,4379.0,6500.0,7124.0
Cap1,13746.0,21707.0,13119.0,13066.0,19607.0,20163.0
Otulin,1199.0,1566.0,1164.0,1213.0,1810.0,1851.0
Gon7,167.0,203.0,161.0,237.0,265.0,235.0
Rbm15,802.0,1304.0,1001.0,997.0,1530.0,1577.0
Gprc5a,72.0,100.0,86.0,52.0,88.0,92.0
Tmem39a,1857.0,2506.0,2006.0,1980.0,2209.0,2337.0
Bard1,57.0,78.0,87.0,80.0,97.0,102.0
Bola2,464.0,485.0,521.0,419.0,519.0,677.0
Lsm14a,5697.0,7637.0,5828.0,6023.0,8336.0,9654.0
Cirbp,3629.0,4722.0,3978.0,3527.0,4180.0,4352.0
H3f3b,43.0,41.0,47.0,34.0,61.0,58.0
Mtmr6,3567.0,5087.0,3460.0,3765.0,4873.0,5343.0
Zfp426,1546.0,2169.0,1698.0,1862.0,2501.0,2789.0
Rsrc1,1839.0,2307.0,1731.0,1961.0,2926.0,2973.0
Nop10,1475.0,1791.0,1767.0,1487.0,2148.0,2330.0
Frmd8,1211.0,2146.0,1376.0,1137.0,1813.0,1755.0
Gm11702,6.0,9.0,8.0,7.0,10.0,10.0
Snapc5,818.0,956.0,809.0,745.0,1058.0,1155.0
Xdh,4504.0,5839.0,4311.0,1634.0,2371.0,2434.0
Zfp326,1314.0,1819.0,1475.0,1283.0,1588.0,1679.0
Cdc26,1268.0,1411.0,1144.0,1201.0,1775.0,1808.0
Polr2i,814.0,1064.0,737.0,781.0,1270.0,1166.0
Hars2,1791.0,2084.0,1752.0,1846.0,2239.0,2422.0
Aldoa,21638.0,32662.0,21495.0,29046.0,41915.0,45074.0
Rab3d,2523.0,3618.0,2335.0,1757.0,2570.0,2960.0
Mcoln2,398.0,450.0,403.0,214.0,232.0,264.0
Tbck,740.0,1098.0,780.0,772.0,1012.0,1058.0
Cacng1,0.0,2.0,0.0,0.0,0.0,0.0
Rac3,4349.0,5462.0,5234.0,2865.0,3568.0,3893.0
Las1l,2909.0,4095.0,2652.0,3127.0,4322.0,4334.0
Ticrr,36.0,48.0,36.0,47.0,36.0,28.0
Trim30d,550.0,899.0,523.0,340.0,554.0,523.0
Kctd4,1045.0,1149.0,972.0,913.0,1336.0,1298.0
Dmbt1,61.0,70.0,106.0,0.0,10.0,2.0
Trim56,1553.0,2464.0,1410.0,1296.0,2208.0,2535.0
Ess2,1063.0,1523.0,1067.0,1352.0,1841.0,1896.0
Klk10,149.0,179.0,115.0,39.0,74.0,77.0
Lrrc8d,2708.0,3320.0,2722.0,2663.0,3922.0,4119.0
Frg1,1175.0,1685.0,1140.0,1396.0,1881.0,1745.0
Zmym1,1118.0,1579.0,1097.0,1542.0,1843.0,1712.0
Gm7589,18.0,17.0,12.0,11.0,23.0,8.0
Ipcef1,108.0,187.0,117.0,109.0,135.0,190.0
Gulo,1237.0,1080.0,1296.0,940.0,1311.0,1554.0
Gm10387,4.0,27.0,26.0,16.0,19.0,13.0
Cck,2.0,6.0,4.0,2.0,2.0,10.0
Cacna1d,1548.0,2896.0,1550.0,2259.0,2940.0,2733.0
Oat,13391.0,18129.0,12627.0,13106.0,20476.0,20761.0
Slc66a1,319.0,335.0,297.0,284.0,337.0,386.0
Pdlim7,2649.0,6992.0,3124.0,1946.0,2688.0,3234.0
Tafazzin,4004.0,4906.0,4257.0,4417.0,5199.0,5515.0
Ccl2,21.0,22.0,11.0,10.0,12.0,20.0
Asic2,1206.0,1766.0,1317.0,1545.0,2061.0,2725.0
Psmd3,9745.0,12726.0,10055.0,9413.0,14324.0,15363.0
Ngfr,291.0,810.0,437.0,23.0,35.0,38.0
Uox,15603.0,15862.0,15226.0,4287.0,5109.0,6166.0
Fbxl17,2326.0,3437.0,2302.0,2348.0,3668.0,3781.0
Slc6a2,50.0,99.0,93.0,659.0,1152.0,1290.0
A230107N01Rik,57.0,62.0,62.0,40.0,72.0,73.0
Ddx60,713.0,1047.0,549.0,404.0,548.0,477.0
Cog6,1468.0,2067.0,1463.0,1566.0,2038.0,2425.0
Thap7,1025.0,1429.0,963.0,1012.0,1513.0,1575.0
Gm12248,39.0,48.0,38.0,76.0,82.0,100.0
Ccl22,8.0,72.0,24.0,10.0,4.0,12.0
Nmral1,455.0,562.0,498.0,451.0,656.0,596.0
Slf2,2166.0,3136.0,2157.0,2648.0,3876.0,3729.0
Gm7964,1758.0,2333.0,1676.0,2122.0,2868.0,2963.0
2700054A10Rik,559.0,581.0,523.0,576.0,636.0,507.0
Csgalnact2,1822.0,2475.0,1717.0,1922.0,2429.0,2586.0
Hnrnpul1,7264.0,10525.0,7383.0,8797.0,12649.0,14004.0
Chct1,56.0,67.0,69.0,11.0,17.0,11.0
Sprr2d,0.0,0.0,0.0,0.0,0.0,0.0
Impg2,123.0,141.0,104.0,109.0,100.0,99.0
Uroc1,8.0,4.0,18.0,6.0,25.0,8.0
BC005537,10424.0,15337.0,10410.0,11346.0,15783.0,16814.0
Sestd1,11332.0,12994.0,10709.0,13107.0,15838.0,16917.0
Ndufa10,2899.0,4202.0,2865.0,2826.0,3663.0,4307.0
A930015D03Rik,108.0,165.0,142.0,113.0,138.0,138.0
Gipc1,2856.0,3891.0,2818.0,2765.0,3907.0,4291.0
Anp32b-ps1,61.0,80.0,52.0,69.0,68.0,106.0
Ddx23,3196.0,4558.0,3019.0,3435.0,4926.0,4880.0
Mir31,23.0,34.0,29.0,6.0,4.0,4.0
Zfp65,796.0,1121.0,810.0,890.0,1205.0,1361.0
Ubxn7,3564.0,5422.0,3787.0,4036.0,5747.0,5260.0
Gm7367,344.0,434.0,315.0,447.0,656.0,844.0
Pde4d,603.0,976.0,596.0,1516.0,1947.0,1908.0
Gm14586,160.0,355.0,257.0,210.0,243.0,302.0
A730063M14Rik,69.0,134.0,70.0,80.0,109.0,88.0
Lrrcc1,2980.0,3602.0,2761.0,3034.0,4462.0,4300.0
Rexo4,2426.0,2953.0,2522.0,2632.0,3038.0,3534.0
Lyn,4408.0,5306.0,4271.0,4728.0,7421.0,7790.0
Rpl37rt,1660.0,1802.0,1701.0,1078.0,1335.0,1648.0
Tvp23b,5313.0,5317.0,4845.0,4523.0,6460.0,6730.0
Gm13305,0.0,4.0,0.0,1.0,1.0,0.0
1600020E01Rik,252.0,342.0,361.0,421.0,446.0,466.0
Tmed10-ps,341.0,607.0,368.0,403.0,617.0,692.0
Gm4581,34.0,14.0,21.0,23.0,37.0,29.0
Anp32e,2675.0,4328.0,2596.0,3365.0,5022.0,4980.0
Gm4963,8.0,5.0,2.0,4.0,7.0,11.0
Dnajc8,2903.0,4168.0,3009.0,3485.0,4234.0,4491.0
Gng12,8167.0,14616.0,8433.0,9163.0,13472.0,14708.0
Ssu72,2983.0,3370.0,2857.0,3088.0,4331.0,4802.0
Akap12,2235.0,3813.0,1764.0,1721.0,2450.0,2306.0
2310039L15Rik,12.0,3.0,9.0,4.0,5.0,12.0
Prkcsh,5281.0,7710.0,5968.0,6585.0,9221.0,10344.0
Sort1,31353.0,34725.0,31935.0,15902.0,22015.0,24704.0
Gys1,2480.0,3635.0,2329.0,3651.0,5170.0,5674.0
Apex2,268.0,414.0,301.0,246.0,364.0,278.0
Psma7,4910.0,5555.0,5055.0,4821.0,6433.0,7573.0
Tmsb15b1,33.0,43.0,35.0,22.0,25.0,24.0
Vmp1,3008.0,3507.0,3448.0,3277.0,3946.0,4420.0
Emx2,5482.0,7602.0,5678.0,8827.0,11642.0,13385.0
Gm7977,0.0,0.0,0.0,0.0,0.0,0.0
6430562O15Rik,237.0,259.0,201.0,93.0,163.0,117.0
Zfp169,556.0,700.0,443.0,399.0,607.0,630.0
Slc35d2,563.0,671.0,488.0,693.0,856.0,869.0
Pcyt2,1783.0,2353.0,1920.0,2395.0,2737.0,2963.0
Plpp6,1262.0,1696.0,1471.0,1150.0,1682.0,1732.0
Zfp825,438.0,627.0,454.0,433.0,456.0,555.0
Nsun5,423.0,672.0,477.0,635.0,666.0,685.0
Rsad1,3737.0,4857.0,4830.0,3359.0,4566.0,3927.0
Tbc1d25,617.0,822.0,602.0,677.0,809.0,922.0
Txnl4b,503.0,699.0,560.0,732.0,1012.0,1035.0
Gm9457,2.0,3.0,2.0,5.0,5.0,4.0
Camk2n2,325.0,449.0,354.0,345.0,553.0,599.0
Ost4,2591.0,2884.0,2672.0,1987.0,2922.0,3041.0
Ctso,3071.0,4310.0,2958.0,2639.0,3679.0,3733.0
Copa,17250.0,22469.0,15963.0,14575.0,21761.0,24096.0
Polr2m,8967.0,12340.0,9733.0,5935.0,9142.0,10742.0
Gcdh,1363.0,1755.0,1436.0,1711.0,1956.0,2311.0
Uba52-ps,63.0,39.0,37.0,33.0,49.0,65.0
Fos,563.0,804.0,636.0,319.0,503.0,595.0
Gm10705,278.0,346.0,272.0,226.0,366.0,523.0
Alox5,115.0,146.0,117.0,264.0,402.0,350.0
Zfp213,1069.0,1249.0,1180.0,980.0,1629.0,1570.0
Il1b,33.0,69.0,61.0,69.0,57.0,52.0
Pm20d1,48.0,68.0,49.0,126.0,177.0,127.0
Pcf11,2921.0,4409.0,2866.0,3343.0,4660.0,4579.0
Isca2,1084.0,1336.0,1095.0,1242.0,1365.0,1507.0
Helb,340.0,578.0,340.0,458.0,612.0,583.0
Gm8692,2.0,4.0,6.0,5.0,7.0,4.0
Ppp4r2,6012.0,7314.0,5901.0,3315.0,4595.0,5457.0
Cbx3-ps5,0.0,0.0,0.0,0.0,1.0,1.0
Edem3,2907.0,3934.0,2744.0,4187.0,5099.0,5501.0
Trappc4,1587.0,2038.0,1592.0,1530.0,2060.0,2233.0
Ptgdr2,8.0,29.0,15.0,2.0,9.0,16.0
Fbxo4,926.0,1163.0,903.0,870.0,1308.0,1444.0
Cdh16,153.0,198.0,183.0,393.0,723.0,425.0
Car12,1125.0,1082.0,1172.0,975.0,1532.0,1527.0
Aqp2,49.0,126.0,94.0,58.0,60.0,95.0
Stim1,4572.0,6948.0,4428.0,4308.0,5687.0,6486.0
Slc30a9,4074.0,4846.0,3914.0,4353.0,5707.0,6251.0
Tyk2,1993.0,2851.0,2309.0,2450.0,3033.0,3440.0
Tbc1d8b,2158.0,2467.0,1896.0,1549.0,1963.0,2002.0
Prrc2c,10861.0,14617.0,10124.0,11512.0,16512.0,15661.0
Tor4a,5759.0,6755.0,5452.0,5677.0,7853.0,8320.0
Spindoc,1107.0,1566.0,1180.0,1267.0,1432.0,1824.0
Micos13,2082.0,2385.0,2069.0,2091.0,2728.0,3114.0
Rnf121,1225.0,1273.0,1211.0,1062.0,1296.0,1450.0
Atad2,463.0,664.0,499.0,551.0,614.0,656.0
Gm19723,2.0,1.0,0.0,2.0,4.0,0.0
Slc26a8,132.0,108.0,101.0,189.0,235.0,199.0
Gbp8,2559.0,2629.0,2720.0,1779.0,2205.0,2033.0
Slc37a4,922.0,1075.0,884.0,821.0,1127.0,1072.0
Stambp,1515.0,2209.0,1584.0,1720.0,2174.0,2422.0
Zfp760,744.0,1090.0,641.0,880.0,958.0,894.0
Rab5b,7305.0,11190.0,7433.0,6602.0,9690.0,10604.0
Max,3458.0,5102.0,3402.0,3753.0,5097.0,5275.0
Pqbp1,1479.0,2258.0,1554.0,1645.0,2432.0,2607.0
Stk4,3603.0,4902.0,3442.0,3224.0,4743.0,5396.0
Hsh2d,69.0,99.0,47.0,55.0,93.0,122.0
Egln3,604.0,775.0,691.0,709.0,1449.0,1803.0
Sema4a,4550.0,5854.0,4649.0,4409.0,6328.0,5989.0
Serp1,20411.0,20547.0,19491.0,12551.0,17385.0,20225.0
Zfp943,989.0,1142.0,968.0,1005.0,1380.0,1354.0
Nhp2,1269.0,1660.0,1519.0,1296.0,1801.0,2168.0
Dok6,1.0,4.0,8.0,3.0,8.0,6.0
Tmed2,9796.0,9852.0,9614.0,10070.0,12505.0,14569.0
Boc,3863.0,8078.0,3883.0,5147.0,6847.0,6457.0
4930413G21Rik,847.0,1583.0,1009.0,775.0,1229.0,1416.0
Zmym2,3907.0,5771.0,3974.0,4170.0,5570.0,6042.0
Rab6a,6519.0,9050.0,6169.0,6292.0,9252.0,9671.0
2310039H08Rik,671.0,840.0,613.0,684.0,904.0,969.0
Fam177a2,11.0,17.0,11.0,16.0,27.0,20.0
Ndufa4,4944.0,5314.0,5321.0,4198.0,5218.0,5548.0
Jpt2,4271.0,4861.0,4021.0,3381.0,5283.0,5568.0
Sdk1,1366.0,1785.0,1511.0,1173.0,2221.0,2475.0
Banp,1754.0,1896.0,1747.0,2536.0,2339.0,2404.0
Cdk4,5370.0,7777.0,6043.0,8816.0,10661.0,10742.0
Vps25,3224.0,4396.0,3364.0,3803.0,5213.0,5707.0
Mir2861,3.0,14.0,3.0,6.0,24.0,15.0
Prss22,25.0,34.0,33.0,16.0,15.0,14.0
B230325K18Rik,115.0,172.0,121.0,176.0,218.0,151.0
Akap7,836.0,1171.0,843.0,1278.0,1670.0,1608.0
Arel1,5258.0,5997.0,5452.0,3285.0,4639.0,5034.0
Zfp420,419.0,636.0,420.0,596.0,693.0,666.0
Cdv3,4256.0,6234.0,4660.0,5051.0,7733.0,8413.0
E130215H24Rik,25.0,25.0,33.0,15.0,35.0,25.0
Bsg,22164.0,28476.0,22946.0,33263.0,44551.0,47750.0
Mrps9,836.0,1306.0,930.0,1332.0,1709.0,1755.0
1700099I09Rik,9.0,0.0,7.0,0.0,6.0,2.0
Gm17281,100.0,149.0,77.0,136.0,178.0,190.0
Zfp866,2170.0,3138.0,2223.0,2850.0,3617.0,3864.0
Gm7072,709.0,910.0,717.0,818.0,1012.0,933.0
Nucb2,3612.0,3520.0,3388.0,3251.0,3991.0,5084.0
Ggact,843.0,1193.0,868.0,842.0,1228.0,1324.0
Kctd8,257.0,193.0,255.0,89.0,112.0,140.0
Cttn,10699.0,14780.0,10439.0,11449.0,16594.0,17447.0
Rps29,9769.0,12387.0,10007.0,8245.0,11549.0,12964.0
Jph4,3123.0,4559.0,4796.0,2243.0,4392.0,4321.0
Rbm11,216.0,191.0,120.0,168.0,201.0,237.0
Gm10384,334.0,346.0,356.0,486.0,628.0,737.0
Stat1,3889.0,5806.0,3448.0,2226.0,3281.0,3570.0
Radil,210.0,359.0,232.0,122.0,316.0,273.0
Igkv14-111,0.0,0.0,0.0,0.0,0.0,0.0
Cox5a,2858.0,3239.0,2768.0,2679.0,3752.0,4139.0
Hk1,7184.0,11780.0,6412.0,6333.0,10248.0,9845.0
Zbed4,353.0,403.0,380.0,379.0,528.0,681.0
Zfp462,1606.0,2151.0,1335.0,1738.0,2657.0,2524.0
Sumo3,6294.0,8432.0,6149.0,6365.0,9236.0,9503.0
Plekhf2,1501.0,2173.0,1593.0,1706.0,2381.0,2821.0
Atp6v0b,3802.0,4779.0,3932.0,3704.0,4679.0,5304.0
Ifit1,750.0,1048.0,534.0,82.0,127.0,407.0
Gm16861,106.0,137.0,130.0,120.0,110.0,81.0
Lyrm2,1664.0,1989.0,1718.0,1834.0,2366.0,2677.0
Gm6023,18.0,32.0,23.0,18.0,13.0,17.0
Adipor2,15235.0,18246.0,14627.0,12149.0,16987.0,18907.0
Fbxw11,5256.0,6928.0,5052.0,5109.0,7551.0,8255.0
Gfra2,200.0,589.0,219.0,213.0,276.0,178.0
Tomm20,8585.0,9683.0,8008.0,8872.0,12410.0,12688.0
Ireb2,4575.0,5999.0,4346.0,4706.0,6098.0,6376.0
Nxpe3,1761.0,1660.0,1788.0,101.0,149.0,181.0
Dbh,0.0,5.0,7.0,2.0,4.0,27.0
Washc4,2007.0,2833.0,2005.0,2496.0,2845.0,3244.0
Gpatch11,927.0,1315.0,838.0,1022.0,1491.0,1561.0
Nherf2,2739.0,4261.0,2972.0,1830.0,2340.0,2511.0
Plcg1,3399.0,5881.0,4019.0,1523.0,2272.0,2183.0
Ptcd1,911.0,1352.0,890.0,1013.0,1354.0,1551.0
Tmsb15l,0.0,0.0,0.0,0.0,0.0,0.0
6330415G19Rik,76.0,52.0,56.0,68.0,77.0,94.0
Fam234a,4099.0,6469.0,4175.0,5798.0,7800.0,8356.0
Marveld2,1432.0,1456.0,1368.0,1220.0,1390.0,1825.0
Map3k2,3875.0,4965.0,3452.0,4255.0,5917.0,6048.0
Gm9169,6.0,9.0,11.0,12.0,15.0,10.0
Ddx50,3866.0,4749.0,3824.0,3969.0,5229.0,5504.0
Necab2,47.0,101.0,29.0,19.0,71.0,44.0
Fam219b,2114.0,2756.0,1914.0,1756.0,2482.0,2668.0
Lig1,730.0,1239.0,608.0,1263.0,1577.0,1709.0
Stk32a,11.0,14.0,8.0,11.0,15.0,30.0
Mrps26,1425.0,1826.0,1523.0,1685.0,2204.0,2365.0
Eya2,3609.0,4461.0,3769.0,4915.0,7199.0,7613.0
Nfrkb,2074.0,2961.0,2085.0,2309.0,2788.0,3051.0
Acbd7,1427.0,1389.0,1317.0,77.0,137.0,110.0
Aqp6,75.0,74.0,46.0,38.0,76.0,45.0
Aldoc,12732.0,15698.0,13051.0,11687.0,19082.0,18907.0
Megf8,7468.0,11980.0,7550.0,8081.0,10774.0,11725.0
Tafa3,11.0,13.0,16.0,7.0,5.0,6.0
Hdlbp,25816.0,33769.0,24889.0,22419.0,33687.0,37988.0
Rimkla,55.0,81.0,29.0,51.0,47.0,53.0
Sdhc,4627.0,6651.0,4822.0,4504.0,6252.0,6565.0
Taf9b,590.0,988.0,586.0,871.0,1139.0,1247.0
Eprs,4949.0,6915.0,4592.0,5254.0,7377.0,8023.0
