GeneID,IU_Finnerty_Estrus_n1,IU_Finnerty_Estrus_n2,IU_Finnerty_Estrus_n3,IA_Finnerty_Estrus_n1,IA_Finnerty_Estrus_n2,IA_Finnerty_Estrus_n3
Atn1,7878.0,8937.0,15051.0,8121.0,8817.0,8121.0
Lsm5,184.0,132.0,267.0,128.0,172.0,196.0
Spata45,10.0,13.0,16.0,9.0,9.0,26.0
5033430I15Rik,40.0,55.0,119.0,50.0,39.0,36.0
Urah,527.0,633.0,691.0,715.0,500.0,941.0
Ddhd1,1347.0,1444.0,1681.0,916.0,1410.0,1006.0
Haus7,493.0,296.0,527.0,231.0,320.0,279.0
Gm10029,16.0,36.0,45.0,23.0,20.0,28.0
Mettl24,757.0,465.0,476.0,292.0,582.0,263.0
Gm12704,3.0,6.0,4.0,5.0,4.0,1.0
Stat3,9167.0,9998.0,12195.0,9981.0,10839.0,10773.0
Hmg20a,2827.0,3190.0,4674.0,2044.0,2665.0,2819.0
Tmem60,270.0,386.0,473.0,301.0,431.0,503.0
Gm11981,0.0,6.0,8.0,2.0,7.0,13.0
Emb,42953.0,46833.0,42105.0,26772.0,38438.0,20834.0
Higd1a,931.0,629.0,1202.0,854.0,1052.0,631.0
Ssr2,3829.0,3501.0,4076.0,3992.0,5280.0,3564.0
Nrarp,516.0,546.0,760.0,666.0,620.0,562.0
Uqcc3,844.0,983.0,1256.0,823.0,914.0,1187.0
Zfp595,262.0,349.0,468.0,236.0,303.0,325.0
Ctdnep1,3068.0,3699.0,4721.0,2909.0,3196.0,3662.0
Slc16a14,802.0,726.0,271.0,6.0,38.0,10.0
Smim14,7639.0,11072.0,13018.0,8031.0,8832.0,8000.0
Cacna1e,102.0,242.0,1256.0,166.0,143.0,300.0
Zmat2,2510.0,2738.0,4060.0,2552.0,2932.0,3559.0
Nprl2,601.0,640.0,881.0,473.0,571.0,592.0
Hadha,6444.0,6865.0,9162.0,5550.0,6450.0,6497.0
Rapgefl1,5967.0,1275.0,1248.0,413.0,1598.0,709.0
2310001H17Rik,129.0,226.0,354.0,153.0,142.0,381.0
Aipl1,580.0,140.0,136.0,144.0,857.0,58.0
Gm16010,984.0,233.0,175.0,76.0,240.0,46.0
Zfp617,555.0,581.0,935.0,466.0,602.0,732.0
Rps15a-ps5,185.0,185.0,263.0,127.0,150.0,145.0
Riox2,1292.0,988.0,1493.0,1106.0,1209.0,783.0
Gm8225,14.0,21.0,23.0,10.0,5.0,13.0
Gm6570,11.0,11.0,17.0,1.0,6.0,1.0
Herpud1,3402.0,5604.0,5637.0,3807.0,4250.0,5327.0
Col24a1,261.0,152.0,130.0,32.0,135.0,30.0
Rnf217,2613.0,3851.0,5394.0,4072.0,2295.0,2460.0
Mug1,392.0,293.0,116.0,476.0,623.0,32.0
Golga4,8302.0,10427.0,13420.0,7739.0,10801.0,10328.0
Zfyve21,941.0,1489.0,2258.0,1377.0,1077.0,1967.0
Zfp740,3511.0,4211.0,7125.0,3396.0,4326.0,4893.0
C1qtnf1,1030.0,1930.0,1840.0,1889.0,697.0,1507.0
Rbfox3,56.0,28.0,157.0,8.0,6.0,8.0
Romo1,1413.0,1097.0,1841.0,1136.0,1203.0,1442.0
Endov,1482.0,1844.0,2876.0,1307.0,1516.0,1794.0
Snapin,2559.0,3044.0,4131.0,2495.0,2877.0,3274.0
Tent5a,1914.0,3189.0,3220.0,2570.0,3654.0,2784.0
Commd1,1460.0,1314.0,1697.0,1212.0,1453.0,1429.0
Papolg,532.0,582.0,961.0,434.0,539.0,621.0
Gnai2,22746.0,22272.0,30404.0,17860.0,22013.0,19543.0
Zfp709,322.0,344.0,598.0,251.0,297.0,339.0
Pvr,1018.0,1061.0,1295.0,1354.0,1601.0,1476.0
Dmxl1,2275.0,2615.0,4442.0,2211.0,3295.0,2693.0
Fgfrl1,3946.0,3327.0,4398.0,3150.0,4462.0,3039.0
Kif26a,481.0,835.0,1315.0,701.0,644.0,1111.0
Ptgr2,3075.0,3063.0,4274.0,2650.0,3027.0,3190.0
Zmynd11,5835.0,6697.0,11157.0,4642.0,5556.0,5934.0
Ddx27,1420.0,1449.0,2336.0,1171.0,1515.0,1561.0
Mif,4029.0,5811.0,6213.0,5479.0,6347.0,3149.0
Slc15a4,618.0,754.0,1091.0,580.0,703.0,751.0
Fkbp11,1775.0,664.0,561.0,664.0,681.0,281.0
Wdr5b,210.0,258.0,387.0,180.0,178.0,291.0
H2-Q1,7.0,19.0,12.0,3.0,3.0,5.0
Prpf38b,5873.0,5811.0,9527.0,4119.0,5390.0,5569.0
Abat,6462.0,3822.0,7685.0,3374.0,6904.0,5193.0
Tnks1bp1,7332.0,7894.0,11212.0,6500.0,8171.0,8172.0
Ndufs6b,40.0,37.0,59.0,28.0,35.0,38.0
Tmem59,5784.0,7530.0,8514.0,5316.0,5639.0,7851.0
Gm5445,15.0,10.0,19.0,3.0,10.0,12.0
Riok1,795.0,903.0,1313.0,715.0,919.0,974.0
Chic1,1371.0,1402.0,2069.0,1462.0,1597.0,2003.0
Ubfd1,2406.0,2292.0,3226.0,2260.0,3233.0,2396.0
Pygo2,2204.0,2038.0,3447.0,2029.0,2321.0,2755.0
Extl2,934.0,1185.0,1728.0,1052.0,1073.0,1464.0
Plat,7727.0,18544.0,45724.0,25193.0,10469.0,32659.0
Zfp869,1533.0,1939.0,2985.0,1315.0,1606.0,2159.0
Maea,3733.0,4709.0,6570.0,4567.0,5147.0,5632.0
Zdhhc4,1540.0,1589.0,2648.0,1335.0,1475.0,1537.0
H2aj,5052.0,4626.0,6534.0,4479.0,4945.0,4402.0
Plscr2,287.0,547.0,1123.0,620.0,345.0,1312.0
Gcnt2,3291.0,4119.0,8413.0,4353.0,3707.0,6447.0
Cdk2ap2,1732.0,2130.0,2619.0,2378.0,2353.0,1905.0
Sik1,1070.0,1929.0,3468.0,2089.0,1762.0,2828.0
Gch1,115.0,144.0,108.0,113.0,93.0,69.0
Zfyve9,398.0,603.0,993.0,670.0,683.0,902.0
Nkain2,92.0,253.0,88.0,72.0,102.0,34.0
Nans,1067.0,1058.0,1304.0,1051.0,1158.0,892.0
Brd7,1812.0,2174.0,3223.0,1768.0,1849.0,2200.0
Rbm12b1,169.0,191.0,349.0,134.0,216.0,192.0
Nxnl2,380.0,332.0,601.0,429.0,626.0,297.0
Padi4,1709.0,473.0,103.0,22.0,42.0,28.0
Gcn1,4121.0,4404.0,7081.0,3938.0,4826.0,4316.0
Spaca6,789.0,815.0,1301.0,801.0,698.0,520.0
Fam177a,9.0,9.0,21.0,16.0,20.0,15.0
Gm21370,55.0,80.0,88.0,37.0,54.0,35.0
Edem2,2891.0,4358.0,4377.0,3176.0,3788.0,3613.0
Rps9,8225.0,9620.0,13942.0,6218.0,7492.0,9044.0
H4c17,5.0,1.0,3.0,7.0,10.0,0.0
Rsph9,339.0,638.0,821.0,2876.0,2610.0,5137.0
Gps2,1328.0,1593.0,2526.0,1362.0,1497.0,2070.0
Dram1,888.0,1631.0,2299.0,3022.0,1551.0,1577.0
Scml4,681.0,319.0,638.0,392.0,796.0,465.0
Nfxl1,839.0,1250.0,1298.0,941.0,996.0,1265.0
Or5m3b,78.0,143.0,284.0,166.0,88.0,159.0
Tcf25,11294.0,13456.0,17973.0,11277.0,12533.0,12622.0
Med18,171.0,158.0,243.0,175.0,159.0,201.0
Ccdc116,102.0,84.0,76.0,39.0,93.0,79.0
Nlrc5,378.0,419.0,526.0,335.0,342.0,436.0
Agr2,2399.0,3377.0,2762.0,4408.0,3467.0,2376.0
Rab8a,2133.0,2188.0,2976.0,1925.0,2183.0,2080.0
Acrbp,256.0,316.0,536.0,177.0,238.0,271.0
Mir1191,7.0,15.0,18.0,12.0,9.0,20.0
Ung,226.0,319.0,374.0,240.0,146.0,244.0
Grem2,3283.0,881.0,3975.0,196.0,1050.0,192.0
Dusp11,4252.0,4538.0,7090.0,4502.0,5898.0,5748.0
Atp2c2,1367.0,907.0,2524.0,841.0,849.0,1325.0
D1Ertd448e,371.0,532.0,774.0,351.0,447.0,532.0
Uba5,2161.0,2334.0,2592.0,1989.0,2462.0,1938.0
Herc4,1376.0,1398.0,2151.0,1247.0,1572.0,1581.0
Keg1,0.0,0.0,1.0,0.0,0.0,0.0
Mien1,2013.0,1971.0,2796.0,1866.0,2003.0,2060.0
Map2k7,5365.0,5305.0,8093.0,3861.0,5983.0,4620.0
Lyrm4,489.0,455.0,725.0,614.0,688.0,953.0
Cyp2j6,1110.0,1162.0,1201.0,819.0,1008.0,777.0
Poldip3,4891.0,4936.0,7469.0,4479.0,5587.0,5850.0
Rsad2,241.0,683.0,536.0,393.0,347.0,489.0
B3galt2,12.0,14.0,28.0,2.0,12.0,4.0
Fosb,45.0,58.0,189.0,34.0,67.0,28.0
Mapk14,3275.0,3512.0,5750.0,3460.0,3999.0,4558.0
Arih1,4371.0,4859.0,6844.0,4199.0,5054.0,5174.0
Eno1b,139.0,122.0,146.0,163.0,168.0,111.0
Pzp,23.0,21.0,27.0,38.0,47.0,6.0
Slc22a5,1183.0,1687.0,3014.0,1007.0,955.0,1606.0
Adora1,151.0,1331.0,1221.0,2216.0,581.0,1366.0
Gorasp1,1327.0,1592.0,2169.0,1602.0,1821.0,1964.0
Ube2m,3750.0,3203.0,5114.0,3903.0,4308.0,3488.0
Prmt2,1600.0,1806.0,2559.0,1881.0,2193.0,2636.0
Cmtr1,2207.0,2440.0,3761.0,2107.0,2470.0,2240.0
Gm7846,74.0,95.0,126.0,71.0,69.0,81.0
Oog1,22.0,42.0,43.0,30.0,27.0,8.0
Spidr,408.0,557.0,692.0,720.0,773.0,927.0
Gm8971,26.0,28.0,68.0,25.0,26.0,32.0
Chchd2-ps,36.0,35.0,55.0,57.0,31.0,50.0
Rpl31-ps9,98.0,90.0,175.0,86.0,137.0,145.0
Rab7,3964.0,4023.0,6632.0,4085.0,4608.0,4295.0
Cap1,13949.0,15762.0,22852.0,12237.0,14117.0,13384.0
Otulin,1166.0,1211.0,1869.0,1128.0,1113.0,1171.0
Gon7,77.0,93.0,121.0,102.0,129.0,140.0
Rbm15,648.0,550.0,1015.0,494.0,770.0,800.0
Gprc5a,59.0,251.0,160.0,121.0,44.0,87.0
Tmem39a,1526.0,1586.0,1830.0,1303.0,1695.0,1147.0
Bard1,65.0,59.0,81.0,56.0,69.0,58.0
Bola2,525.0,520.0,783.0,399.0,506.0,520.0
Lsm14a,4679.0,4568.0,7115.0,3903.0,5134.0,5779.0
Cirbp,3530.0,4338.0,7416.0,2917.0,3096.0,4332.0
H3f3b,20.0,24.0,29.0,28.0,11.0,30.0
Mtmr6,2466.0,2416.0,3925.0,2403.0,2730.0,3166.0
Zfp426,1111.0,1226.0,1876.0,1144.0,1270.0,1615.0
Rsrc1,1514.0,1605.0,2410.0,1636.0,1897.0,2083.0
Nop10,1757.0,1200.0,2149.0,1352.0,1307.0,1474.0
Frmd8,944.0,1294.0,1243.0,795.0,920.0,1114.0
Gm11702,5.0,36.0,26.0,8.0,10.0,14.0
Snapc5,872.0,797.0,1064.0,709.0,874.0,895.0
Xdh,1904.0,5792.0,3937.0,2166.0,926.0,1856.0
Zfp326,912.0,909.0,1595.0,769.0,971.0,1149.0
Cdc26,688.0,860.0,1320.0,799.0,830.0,983.0
Polr2i,573.0,665.0,1089.0,634.0,644.0,836.0
Hars2,941.0,1185.0,1821.0,988.0,1185.0,1462.0
Aldoa,24837.0,33474.0,36495.0,28950.0,31957.0,27469.0
Rab3d,1836.0,2110.0,2648.0,1805.0,1925.0,1869.0
Mcoln2,670.0,409.0,589.0,343.0,964.0,172.0
Tbck,676.0,714.0,1064.0,551.0,695.0,559.0
Cacng1,10.0,8.0,4.0,2.0,4.0,0.0
Rac3,2252.0,1467.0,3712.0,1589.0,1462.0,2257.0
Las1l,1899.0,2681.0,3540.0,1898.0,2184.0,2762.0
Ticrr,45.0,10.0,21.0,25.0,38.0,32.0
Trim30d,415.0,573.0,596.0,341.0,382.0,308.0
Kctd4,524.0,775.0,1266.0,379.0,487.0,903.0
Dmbt1,8.0,40.0,10.0,18.0,0.0,3.0
Trim56,1274.0,1559.0,2024.0,1134.0,1500.0,1203.0
Ess2,1166.0,1118.0,1520.0,1017.0,1117.0,1321.0
Klk10,36.0,91.0,187.0,25.0,34.0,56.0
Lrrc8d,3113.0,3282.0,3981.0,2785.0,3592.0,2886.0
Frg1,1110.0,1216.0,1565.0,956.0,1076.0,1282.0
Zmym1,749.0,638.0,989.0,597.0,825.0,841.0
Gm7589,111.0,93.0,135.0,62.0,53.0,66.0
Ipcef1,132.0,191.0,163.0,121.0,71.0,77.0
Gulo,1768.0,3725.0,4285.0,1774.0,2679.0,671.0
Gm10387,31.0,21.0,24.0,6.0,22.0,16.0
Cck,16.0,6.0,19.0,12.0,14.0,10.0
Cacna1d,847.0,1101.0,2515.0,1371.0,1424.0,2035.0
Oat,6752.0,11259.0,14419.0,10531.0,7807.0,11690.0
Slc66a1,212.0,228.0,341.0,188.0,199.0,155.0
Pdlim7,6063.0,5876.0,10978.0,3416.0,3802.0,2752.0
Tafazzin,2380.0,2627.0,3711.0,2403.0,2556.0,3004.0
Ccl2,42.0,19.0,40.0,34.0,30.0,16.0
Asic2,5168.0,2097.0,2952.0,2196.0,4650.0,2110.0
Psmd3,8954.0,10276.0,13389.0,6916.0,8411.0,9842.0
Ngfr,2121.0,239.0,599.0,50.0,626.0,45.0
Uox,5774.0,3627.0,7329.0,2137.0,2247.0,4034.0
Fbxl17,2120.0,2719.0,4291.0,2285.0,2262.0,2076.0
Slc6a2,296.0,456.0,100.0,6416.0,10193.0,569.0
A230107N01Rik,11.0,29.0,47.0,24.0,33.0,30.0
Ddx60,383.0,607.0,823.0,252.0,129.0,258.0
Cog6,1317.0,1378.0,1819.0,1128.0,1491.0,1233.0
Thap7,954.0,1041.0,1658.0,906.0,1009.0,1143.0
Gm12248,506.0,50.0,28.0,35.0,186.0,48.0
Ccl22,14.0,22.0,18.0,16.0,6.0,57.0
Nmral1,615.0,508.0,730.0,317.0,536.0,448.0
Slf2,1445.0,1731.0,2668.0,1466.0,1661.0,2086.0
Gm7964,1906.0,1949.0,2910.0,1950.0,2236.0,2118.0
2700054A10Rik,201.0,339.0,745.0,203.0,248.0,466.0
Csgalnact2,1358.0,1311.0,2023.0,1060.0,1275.0,1439.0
Hnrnpul1,7461.0,9220.0,12419.0,7376.0,8512.0,9271.0
Chct1,26.0,51.0,46.0,20.0,3.0,6.0
Sprr2d,0.0,2.0,2.0,0.0,0.0,0.0
Impg2,44.0,58.0,76.0,36.0,64.0,28.0
Uroc1,95.0,22.0,7.0,34.0,134.0,0.0
BC005537,8880.0,11639.0,13143.0,7764.0,8699.0,10250.0
Sestd1,9728.0,11621.0,14438.0,6898.0,7609.0,9302.0
Ndufa10,3280.0,2892.0,4618.0,2353.0,2973.0,2736.0
A930015D03Rik,79.0,99.0,176.0,66.0,65.0,84.0
Gipc1,2673.0,2684.0,3900.0,2575.0,2746.0,2480.0
Anp32b-ps1,120.0,99.0,186.0,96.0,101.0,143.0
Ddx23,2272.0,2422.0,3776.0,2103.0,2691.0,2889.0
Mir31,4.0,8.0,7.0,0.0,0.0,1.0
Zfp65,538.0,609.0,889.0,498.0,645.0,691.0
Ubxn7,2423.0,2660.0,3767.0,2173.0,3069.0,3255.0
Gm7367,359.0,461.0,554.0,502.0,445.0,840.0
Pde4d,436.0,1086.0,2098.0,764.0,429.0,1012.0
Gm14586,373.0,354.0,553.0,268.0,251.0,368.0
A730063M14Rik,85.0,53.0,121.0,67.0,66.0,70.0
Lrrcc1,1494.0,1854.0,3356.0,1627.0,1863.0,2866.0
Rexo4,1767.0,1538.0,2579.0,1656.0,1944.0,1937.0
Lyn,3802.0,4252.0,5152.0,3456.0,3591.0,4614.0
Rpl37rt,2097.0,1981.0,2619.0,1228.0,1405.0,1509.0
Tvp23b,2972.0,3125.0,3916.0,2723.0,3634.0,3807.0
Gm13305,6.0,10.0,8.0,4.0,3.0,7.0
1600020E01Rik,141.0,182.0,306.0,150.0,148.0,239.0
Tmed10-ps,496.0,575.0,464.0,512.0,659.0,556.0
Gm4581,54.0,53.0,45.0,34.0,42.0,33.0
Anp32e,3147.0,2958.0,5268.0,2514.0,3194.0,3658.0
Gm4963,21.0,9.0,15.0,16.0,5.0,10.0
Dnajc8,2994.0,3286.0,4821.0,2811.0,3126.0,3398.0
Gng12,27520.0,13711.0,18151.0,9172.0,13643.0,8634.0
Ssu72,2798.0,2766.0,3897.0,2895.0,3130.0,3304.0
Akap12,1175.0,3004.0,4355.0,2210.0,1069.0,1750.0
2310039L15Rik,13.0,7.0,16.0,4.0,8.0,9.0
Prkcsh,5388.0,5000.0,6695.0,5754.0,6704.0,5736.0
Sort1,8989.0,10929.0,18679.0,9425.0,10039.0,13107.0
Gys1,2483.0,2891.0,3533.0,2863.0,2822.0,3629.0
Apex2,139.0,169.0,240.0,144.0,212.0,143.0
Psma7,4773.0,4636.0,6202.0,4222.0,4897.0,4796.0
Tmsb15b1,10.0,13.0,19.0,4.0,11.0,20.0
Vmp1,1666.0,2038.0,2474.0,2549.0,2585.0,2333.0
Emx2,5848.0,6241.0,11321.0,6576.0,6219.0,9697.0
Gm7977,14.0,2.0,12.0,2.0,2.0,7.0
6430562O15Rik,170.0,289.0,225.0,175.0,110.0,76.0
Zfp169,290.0,374.0,478.0,255.0,340.0,279.0
Slc35d2,388.0,440.0,663.0,459.0,485.0,618.0
Pcyt2,1432.0,1157.0,2094.0,1251.0,1470.0,1721.0
Plpp6,1171.0,1280.0,1528.0,1262.0,1066.0,1111.0
Zfp825,201.0,267.0,313.0,180.0,263.0,295.0
Nsun5,297.0,257.0,562.0,256.0,326.0,369.0
Rsad1,5074.0,5396.0,6904.0,5013.0,6588.0,3367.0
Tbc1d25,402.0,385.0,563.0,353.0,457.0,394.0
Txnl4b,654.0,540.0,922.0,505.0,598.0,797.0
Gm9457,6.0,10.0,19.0,2.0,2.0,4.0
Camk2n2,408.0,717.0,590.0,622.0,404.0,357.0
Ost4,2379.0,2231.0,3199.0,2171.0,2136.0,2226.0
Ctso,1750.0,2266.0,3280.0,1578.0,1862.0,2019.0
Copa,14045.0,14153.0,19059.0,12299.0,16204.0,12916.0
Polr2m,7956.0,8626.0,13483.0,6562.0,6695.0,8056.0
Gcdh,830.0,1039.0,1538.0,1040.0,952.0,1376.0
Uba52-ps,96.0,114.0,131.0,64.0,58.0,72.0
Fos,499.0,366.0,673.0,576.0,957.0,575.0
Gm10705,502.0,363.0,608.0,370.0,459.0,394.0
Alox5,53.0,88.0,89.0,92.0,90.0,156.0
Zfp213,632.0,727.0,1290.0,640.0,723.0,913.0
Il1b,42.0,28.0,49.0,31.0,31.0,52.0
Pm20d1,167.0,44.0,68.0,57.0,239.0,96.0
Pcf11,2095.0,2132.0,3797.0,1837.0,2358.0,2590.0
Isca2,903.0,754.0,1207.0,834.0,913.0,1002.0
Helb,388.0,461.0,656.0,357.0,426.0,492.0
Gm8692,13.0,18.0,20.0,15.0,12.0,13.0
Ppp4r2,2495.0,2570.0,4958.0,1948.0,2468.0,2473.0
Cbx3-ps5,7.0,9.0,15.0,1.0,1.0,7.0
Edem3,2518.0,2904.0,3860.0,2576.0,3425.0,2938.0
Trappc4,981.0,1023.0,1570.0,1086.0,1204.0,1355.0
Ptgdr2,114.0,26.0,44.0,14.0,108.0,13.0
Fbxo4,785.0,702.0,948.0,820.0,904.0,779.0
Cdh16,386.0,247.0,589.0,182.0,158.0,313.0
Car12,8081.0,1623.0,1270.0,1251.0,9080.0,995.0
Aqp2,69.0,62.0,91.0,62.0,22.0,93.0
Stim1,2040.0,3029.0,4702.0,2990.0,2628.0,3483.0
Slc30a9,3052.0,3322.0,4728.0,3323.0,3657.0,3593.0
Tyk2,1463.0,1860.0,2300.0,1497.0,1659.0,1952.0
Tbc1d8b,1705.0,1743.0,2047.0,1136.0,1624.0,1252.0
Prrc2c,11642.0,12128.0,18007.0,10092.0,16395.0,9056.0
Tor4a,3684.0,4155.0,5318.0,3768.0,3940.0,4897.0
Spindoc,1540.0,1178.0,1777.0,1106.0,1871.0,1137.0
Micos13,1912.0,1815.0,2694.0,1899.0,1942.0,1919.0
Rnf121,847.0,729.0,1122.0,617.0,790.0,706.0
Atad2,422.0,528.0,626.0,314.0,485.0,423.0
Gm19723,0.0,0.0,0.0,0.0,2.0,0.0
Slc26a8,75.0,96.0,206.0,60.0,79.0,134.0
Gbp8,6489.0,5260.0,4525.0,3469.0,5279.0,1559.0
Slc37a4,444.0,509.0,755.0,548.0,517.0,724.0
Stambp,1119.0,1265.0,1918.0,1003.0,1377.0,1558.0
Zfp760,417.0,539.0,761.0,377.0,417.0,507.0
Rab5b,5531.0,7075.0,9228.0,5130.0,5580.0,5952.0
Max,3162.0,3233.0,5314.0,2266.0,2785.0,3283.0
Pqbp1,1509.0,1588.0,2572.0,1438.0,1619.0,1863.0
Stk4,2570.0,2637.0,4167.0,1918.0,2589.0,2522.0
Hsh2d,53.0,69.0,86.0,80.0,87.0,68.0
Egln3,657.0,1838.0,2677.0,1020.0,779.0,756.0
Sema4a,6869.0,6067.0,5263.0,4369.0,5598.0,3524.0
Serp1,12258.0,12475.0,14773.0,12016.0,15551.0,10340.0
Zfp943,557.0,633.0,945.0,545.0,587.0,803.0
Nhp2,1872.0,1099.0,2079.0,1546.0,2167.0,1539.0
Dok6,4.0,8.0,8.0,6.0,2.0,2.0
Tmed2,6167.0,5970.0,8226.0,7144.0,8146.0,6967.0
Boc,2081.0,3327.0,4974.0,3011.0,2970.0,4438.0
4930413G21Rik,766.0,1005.0,1490.0,718.0,807.0,832.0
Zmym2,2696.0,3016.0,4540.0,2451.0,3081.0,3336.0
Rab6a,5036.0,5031.0,7347.0,5568.0,7115.0,6014.0
2310039H08Rik,605.0,603.0,845.0,658.0,726.0,647.0
Fam177a2,15.0,9.0,37.0,24.0,34.0,21.0
Ndufa4,5924.0,3976.0,6268.0,4392.0,5290.0,4140.0
Jpt2,3540.0,2842.0,4236.0,3239.0,3661.0,2841.0
Sdk1,4823.0,1965.0,1512.0,846.0,2863.0,917.0
Banp,756.0,988.0,1382.0,944.0,997.0,1366.0
Cdk4,5030.0,4831.0,8053.0,5601.0,6772.0,7464.0
Vps25,3254.0,3064.0,4704.0,3230.0,3829.0,3765.0
Mir2861,7.0,8.0,12.0,4.0,4.0,6.0
Prss22,25.0,30.0,51.0,10.0,7.0,16.0
B230325K18Rik,97.0,72.0,184.0,101.0,83.0,165.0
Akap7,560.0,880.0,1369.0,818.0,830.0,1187.0
Arel1,2410.0,2598.0,3741.0,2260.0,2939.0,2697.0
Zfp420,236.0,283.0,581.0,227.0,250.0,426.0
Cdv3,3793.0,4210.0,5772.0,4400.0,4686.0,4557.0
E130215H24Rik,2.0,18.0,6.0,1.0,9.0,10.0
Bsg,17720.0,22812.0,28663.0,24036.0,22591.0,31745.0
Mrps9,997.0,1023.0,1521.0,853.0,1064.0,1535.0
1700099I09Rik,0.0,0.0,0.0,3.0,0.0,0.0
Gm17281,31.0,72.0,137.0,47.0,52.0,69.0
Zfp866,1401.0,1488.0,2523.0,1462.0,1859.0,1996.0
Gm7072,498.0,507.0,703.0,435.0,491.0,562.0
Nucb2,2390.0,3670.0,3627.0,5274.0,4739.0,3244.0
Ggact,833.0,906.0,1353.0,720.0,760.0,1054.0
Kctd8,65.0,70.0,61.0,57.0,49.0,56.0
Cttn,8993.0,9630.0,13963.0,9583.0,10325.0,11000.0
Rps29,9394.0,10009.0,14844.0,7596.0,8381.0,10038.0
Jph4,5147.0,3653.0,4837.0,4765.0,10190.0,2317.0
Rbm11,42.0,77.0,200.0,102.0,31.0,202.0
Gm10384,320.0,282.0,576.0,308.0,216.0,469.0
Stat1,3768.0,4412.0,4821.0,1995.0,2082.0,1886.0
Radil,334.0,148.0,281.0,111.0,234.0,163.0
Igkv14-111,0.0,8.0,67.0,18.0,0.0,30.0
Cox5a,4297.0,3077.0,4298.0,3279.0,3767.0,2922.0
Hk1,7445.0,8509.0,12220.0,6723.0,7350.0,6668.0
Zbed4,234.0,190.0,369.0,213.0,287.0,252.0
Zfp462,1591.0,1822.0,3363.0,1588.0,2521.0,1655.0
Sumo3,6840.0,5581.0,9513.0,6121.0,7075.0,6385.0
Plekhf2,1024.0,1026.0,1534.0,990.0,1190.0,1681.0
Atp6v0b,2555.0,2865.0,3555.0,2452.0,2683.0,2995.0
Ifit1,538.0,944.0,751.0,137.0,60.0,85.0
Gm16861,201.0,198.0,282.0,104.0,145.0,79.0
Lyrm2,1438.0,1309.0,1929.0,1251.0,1679.0,1676.0
Gm6023,17.0,12.0,27.0,19.0,12.0,28.0
Adipor2,4378.0,4573.0,8136.0,7583.0,8299.0,9125.0
Fbxw11,3380.0,3772.0,5525.0,3401.0,3848.0,4516.0
Gfra2,370.0,524.0,717.0,303.0,464.0,219.0
Tomm20,4454.0,5129.0,8893.0,5204.0,5780.0,8180.0
Ireb2,3169.0,3209.0,5038.0,2816.0,3729.0,3349.0
Nxpe3,88.0,210.0,470.0,49.0,72.0,64.0
Dbh,62.0,8.0,15.0,9.0,150.0,11.0
Washc4,1533.0,1554.0,2365.0,1338.0,1935.0,1767.0
Gpatch11,832.0,722.0,1377.0,683.0,1005.0,948.0
Nherf2,2012.0,2525.0,3765.0,1500.0,1944.0,1814.0
Plcg1,2124.0,3251.0,5159.0,1221.0,1276.0,1478.0
Ptcd1,663.0,822.0,1152.0,563.0,684.0,769.0
Tmsb15l,0.0,0.0,0.0,0.0,0.0,0.0
6330415G19Rik,24.0,41.0,65.0,42.0,35.0,66.0
Fam234a,3164.0,4518.0,4833.0,3776.0,4190.0,4656.0
Marveld2,687.0,615.0,930.0,514.0,589.0,781.0
Map3k2,2314.0,2686.0,4279.0,2293.0,3077.0,3374.0
Gm9169,19.0,19.0,36.0,11.0,16.0,25.0
Ddx50,2885.0,3133.0,4878.0,2679.0,3257.0,3467.0
Necab2,63.0,49.0,221.0,68.0,160.0,92.0
Fam219b,1262.0,1198.0,2207.0,1148.0,1251.0,1593.0
Lig1,574.0,920.0,1098.0,795.0,775.0,1205.0
Stk32a,27.0,62.0,44.0,22.0,27.0,21.0
Mrps26,1264.0,1182.0,2083.0,1303.0,1500.0,1603.0
Eya2,6920.0,7046.0,6845.0,4158.0,4673.0,4841.0
Nfrkb,1617.0,1586.0,2746.0,1367.0,1683.0,1828.0
Acbd7,10.0,91.0,64.0,28.0,32.0,72.0
Aqp6,14.0,34.0,83.0,22.0,24.0,37.0
Aldoc,11407.0,15286.0,15533.0,11855.0,10776.0,10197.0
Megf8,5007.0,6267.0,9248.0,5566.0,6600.0,6750.0
Tafa3,27.0,14.0,47.0,20.0,53.0,12.0
Hdlbp,22190.0,22120.0,28948.0,21162.0,27700.0,19978.0
Rimkla,33.0,36.0,85.0,53.0,22.0,37.0
Sdhc,5743.0,5486.0,7377.0,4445.0,5319.0,4697.0
Taf9b,727.0,713.0,1138.0,586.0,655.0,816.0
Eprs,4361.0,4376.0,7116.0,4181.0,5671.0,4600.0
Retreg3,2872.0,3518.0,4492.0,2838.0,3361.0,3505.0
Unk,1962.0,2133.0,3421.0,1667.0,1893.0,2016.0
Bace2,10816.0,7332.0,5327.0,5267.0,6455.0,2660.0
Setd1a,3102.0,3470.0,5748.0,2729.0,3381.0,2989.0
E130304I02Rik,0.0,1.0,0.0,1.0,0.0,0.0
Ostc,2713.0,2410.0,2681.0,2687.0,2977.0,1977.0
Rnd1,115.0,144.0,129.0,144.0,362.0,263.0
Tmed9,3689.0,3689.0,4584.0,4599.0,5231.0,3882.0
Dio2,2470.0,925.0,1661.0,935.0,2101.0,1021.0
Pcp4l1,5103.0,3675.0,6515.0,3366.0,4498.0,5013.0
