GeneID,IU_0.5preg_n1,IU_0.5preg_n2,IU_0.5preg_n3,IA_0.5preg_n1,IA_0.5preg_n2,IA_0.5preg_n3
Slc16a14,404.0,259.0,224.0,6.0,7.0,16.0
Smim14,7825.0,8950.0,8171.0,7388.0,6561.0,7719.0
Cacna1e,67.0,66.0,39.0,79.0,149.0,123.0
Zmat2,1474.0,1691.0,1341.0,1398.0,1714.0,1573.0
Nprl2,392.0,342.0,381.0,303.0,369.0,325.0
Hadha,4114.0,4111.0,3394.0,3538.0,4924.0,4351.0
Rapgefl1,556.0,474.0,390.0,261.0,433.0,254.0
2310001H17Rik,121.0,176.0,143.0,112.0,187.0,136.0
Aipl1,104.0,98.0,54.0,87.0,115.0,121.0
Gm16010,60.0,74.0,111.0,85.0,67.0,91.0
Zfp617,404.0,458.0,375.0,427.0,508.0,520.0
Rps15a-ps5,47.0,59.0,43.0,34.0,32.0,29.0
Riox2,782.0,821.0,746.0,1052.0,828.0,1197.0
Gm8225,2.0,3.0,3.0,3.0,0.0,1.0
Gm6570,1.0,0.0,1.0,0.0,1.0,1.0
Herpud1,7282.0,3495.0,6355.0,7199.0,2820.0,4942.0
Col24a1,66.0,100.0,80.0,10.0,23.0,11.0
Rnf217,3104.0,4056.0,3768.0,3118.0,2955.0,3835.0
Mug1,254.0,444.0,332.0,611.0,485.0,762.0
Golga4,7622.0,6989.0,5987.0,7206.0,7660.0,6731.0
Zfyve21,840.0,775.0,818.0,767.0,1049.0,886.0
Zfp740,2553.0,2821.0,2195.0,2009.0,3202.0,2273.0
C1qtnf1,1314.0,1591.0,1125.0,1837.0,2896.0,2099.0
Rbfox3,5.0,3.0,4.0,4.0,1.0,1.0
Romo1,465.0,718.0,640.0,550.0,699.0,693.0
Endov,865.0,1074.0,710.0,715.0,1134.0,863.0
Snapin,1387.0,1743.0,1384.0,1175.0,1792.0,1525.0
Tent5a,4236.0,2996.0,2584.0,4114.0,2478.0,3481.0
Commd1,654.0,742.0,697.0,663.0,893.0,824.0
Papolg,440.0,474.0,360.0,294.0,390.0,366.0
Gnai2,13353.0,12959.0,10725.0,11701.0,12931.0,12863.0
Zfp709,249.0,280.0,216.0,218.0,273.0,306.0
Pvr,1730.0,1693.0,1759.0,1472.0,1104.0,1420.0
Dmxl1,1896.0,2174.0,1796.0,2046.0,2404.0,2179.0
Fgfrl1,1612.0,1646.0,1373.0,2277.0,1709.0,1767.0
Kif26a,479.0,804.0,606.0,442.0,716.0,572.0
Ptgr2,1514.0,1660.0,1413.0,1658.0,1974.0,1905.0
Zmynd11,3222.0,3879.0,2989.0,2604.0,3589.0,3208.0
Ddx27,815.0,835.0,687.0,843.0,918.0,881.0
Mif,5555.0,5538.0,4859.0,3264.0,3641.0,3827.0
Slc15a4,667.0,651.0,605.0,565.0,643.0,613.0
Fkbp11,646.0,661.0,612.0,576.0,495.0,671.0
Wdr5b,142.0,130.0,104.0,85.0,134.0,109.0
H2-Q1,5.0,3.0,3.0,0.0,0.0,2.0
Prpf38b,3598.0,3867.0,3362.0,2947.0,3643.0,3502.0
Abat,1684.0,2225.0,1915.0,2001.0,3340.0,2446.0
Tnks1bp1,5240.0,5606.0,4643.0,4573.0,6700.0,6155.0
Ndufs6b,9.0,12.0,11.0,9.0,6.0,14.0
Tmem59,6469.0,7006.0,6090.0,4517.0,5685.0,5278.0
Gm5445,1.0,0.0,1.0,1.0,3.0,0.0
Riok1,470.0,554.0,419.0,431.0,536.0,487.0
Chic1,1309.0,1423.0,1101.0,1071.0,1591.0,1243.0
Ubfd1,2190.0,1894.0,1942.0,2528.0,2223.0,2629.0
Pygo2,1588.0,1561.0,1401.0,1475.0,1653.0,1726.0
Extl2,502.0,580.0,465.0,534.0,814.0,665.0
Plat,18451.0,23091.0,15827.0,17005.0,18986.0,15212.0
Zfp869,1665.0,1899.0,1482.0,1125.0,1341.0,1263.0
Maea,3416.0,3470.0,3110.0,3505.0,3917.0,3940.0
Zdhhc4,753.0,828.0,672.0,629.0,862.0,868.0
H2aj,2532.0,3633.0,3244.0,2452.0,2805.0,3015.0
Plscr2,403.0,484.0,384.0,735.0,465.0,487.0
Gcnt2,2917.0,3145.0,3160.0,2795.0,3547.0,3140.0
Cdk2ap2,2163.0,1968.0,1868.0,2839.0,2014.0,2341.0
Sik1,3753.0,3138.0,2977.0,2310.0,1817.0,1969.0
Gch1,493.0,296.0,275.0,195.0,64.0,112.0
Zfyve9,367.0,450.0,350.0,481.0,670.0,607.0
Nkain2,173.0,87.0,90.0,47.0,53.0,51.0
Nans,1110.0,1169.0,1001.0,1396.0,1036.0,1338.0
Brd7,1036.0,1248.0,969.0,1008.0,1488.0,1281.0
Rbm12b1,124.0,135.0,100.0,102.0,148.0,105.0
Nxnl2,167.0,213.0,172.0,301.0,435.0,474.0
Padi4,470.0,120.0,176.0,13.0,16.0,7.0
Gcn1,3206.0,3573.0,2929.0,3815.0,4127.0,3999.0
Spaca6,585.0,787.0,598.0,393.0,824.0,672.0
Fam177a,0.0,0.0,0.0,1.0,5.0,5.0
Gm21370,93.0,80.0,63.0,39.0,71.0,58.0
Edem2,3189.0,3329.0,3001.0,3036.0,2922.0,2982.0
Rps9,9930.0,10211.0,10021.0,5332.0,7242.0,6735.0
H4c17,16.0,11.0,14.0,29.0,29.0,17.0
Rsph9,363.0,472.0,411.0,1543.0,2258.0,1775.0
Gps2,779.0,818.0,696.0,666.0,854.0,749.0
Dram1,1233.0,2098.0,1712.0,1817.0,2093.0,2575.0
Scml4,128.0,190.0,78.0,177.0,305.0,203.0
Nfxl1,1101.0,1018.0,897.0,715.0,836.0,788.0
Or5m3b,226.0,228.0,207.0,183.0,244.0,229.0
Tcf25,10616.0,10710.0,9420.0,7735.0,8999.0,8831.0
Med18,113.0,131.0,120.0,114.0,119.0,108.0
Ccdc116,25.0,32.0,25.0,14.0,15.0,23.0
Nlrc5,613.0,763.0,304.0,236.0,451.0,235.0
Agr2,2391.0,3891.0,3153.0,3586.0,3408.0,4646.0
Rab8a,1500.0,1501.0,1367.0,1448.0,1488.0,1517.0
Acrbp,370.0,353.0,308.0,91.0,207.0,128.0
Mir1191,22.0,39.0,13.0,36.0,33.0,38.0
Ung,213.0,225.0,237.0,188.0,335.0,300.0
Grem2,295.0,385.0,178.0,84.0,149.0,119.0
Dusp11,3460.0,3554.0,3013.0,3117.0,4586.0,4270.0
Atp2c2,523.0,321.0,308.0,607.0,656.0,603.0
D1Ertd448e,336.0,349.0,276.0,312.0,353.0,341.0
Uba5,2062.0,2154.0,1956.0,2228.0,1749.0,2058.0
Herc4,1249.0,1144.0,1016.0,901.0,1223.0,1152.0
Keg1,0.0,0.0,0.0,0.0,1.0,2.0
Mien1,1668.0,1763.0,1671.0,1252.0,1545.0,1672.0
Map2k7,2544.0,2981.0,2317.0,2195.0,3009.0,2354.0
Lyrm4,128.0,223.0,163.0,258.0,357.0,301.0
Cyp2j6,773.0,765.0,642.0,461.0,691.0,639.0
Poldip3,3475.0,3518.0,3095.0,3393.0,4243.0,3949.0
Rsad2,1941.0,1035.0,627.0,500.0,506.0,248.0
B3galt2,6.0,9.0,13.0,5.0,8.0,17.0
Fosb,608.0,468.0,694.0,134.0,30.0,81.0
Mapk14,2931.0,2926.0,2655.0,2921.0,3616.0,3495.0
Arih1,3415.0,3571.0,3151.0,3298.0,3776.0,3767.0
Eno1b,144.0,151.0,133.0,138.0,136.0,129.0
Pzp,17.0,28.0,9.0,33.0,31.0,40.0
Slc22a5,819.0,980.0,823.0,739.0,984.0,807.0
Adora1,1765.0,2848.0,2889.0,1763.0,2272.0,3048.0
Gorasp1,979.0,1117.0,965.0,1255.0,1394.0,1263.0
Ube2m,1753.0,1938.0,1527.0,2407.0,2332.0,2501.0
Prmt2,1227.0,1346.0,1152.0,1343.0,1618.0,1431.0
Cmtr1,2182.0,2356.0,1693.0,1839.0,2105.0,1896.0
Gm7846,13.0,20.0,19.0,18.0,20.0,21.0
Oog1,47.0,66.0,32.0,99.0,43.0,80.0
Spidr,994.0,846.0,736.0,506.0,753.0,563.0
Gm8971,4.0,2.0,1.0,4.0,9.0,3.0
Chchd2-ps,39.0,50.0,32.0,39.0,69.0,54.0
Rpl31-ps9,135.0,142.0,143.0,89.0,123.0,121.0
Rab7,3143.0,3349.0,2791.0,3342.0,3798.0,3637.0
Cap1,10136.0,9235.0,7531.0,8045.0,8992.0,8761.0
Otulin,578.0,627.0,537.0,664.0,712.0,672.0
Gon7,73.0,78.0,96.0,84.0,114.0,111.0
Rbm15,453.0,480.0,387.0,525.0,573.0,616.0
Gprc5a,764.0,492.0,605.0,142.0,110.0,187.0
Tmem39a,1314.0,1307.0,1166.0,1188.0,1099.0,1148.0
Bard1,52.0,50.0,56.0,55.0,116.0,66.0
Bola2,206.0,293.0,256.0,162.0,225.0,267.0
Lsm14a,2922.0,2851.0,2330.0,2519.0,3234.0,3006.0
Cirbp,1318.0,1865.0,1569.0,840.0,1561.0,1237.0
H3f3b,27.0,47.0,24.0,31.0,38.0,35.0
Mtmr6,1725.0,1741.0,1423.0,1624.0,1969.0,1857.0
Zfp426,856.0,857.0,691.0,685.0,987.0,894.0
Rsrc1,690.0,925.0,677.0,959.0,1188.0,1113.0
Nop10,599.0,746.0,685.0,662.0,802.0,783.0
Frmd8,1404.0,1132.0,1025.0,728.0,798.0,860.0
Gm11702,2.0,5.0,1.0,4.0,7.0,4.0
Snapc5,368.0,454.0,349.0,416.0,483.0,491.0
Xdh,8863.0,8063.0,7496.0,2922.0,1651.0,2092.0
Zfp326,458.0,562.0,443.0,509.0,660.0,587.0
Cdc26,542.0,590.0,552.0,512.0,654.0,581.0
Polr2i,321.0,383.0,344.0,387.0,395.0,388.0
Hars2,692.0,876.0,673.0,690.0,982.0,834.0
Aldoa,43919.0,35352.0,34872.0,22367.0,22333.0,24815.0
Rab3d,1978.0,1994.0,1599.0,1644.0,2004.0,2079.0
Mcoln2,193.0,237.0,249.0,276.0,201.0,253.0
Tbck,497.0,545.0,441.0,437.0,607.0,549.0
Cacng1,1.0,4.0,1.0,1.0,1.0,0.0
Rac3,1200.0,1336.0,1216.0,1167.0,1311.0,1303.0
Las1l,2648.0,2556.0,2444.0,1443.0,1788.0,1572.0
Ticrr,19.0,29.0,23.0,21.0,101.0,51.0
Trim30d,936.0,807.0,532.0,348.0,301.0,300.0
Kctd4,229.0,315.0,215.0,166.0,278.0,159.0
Dmbt1,1871.0,281.0,338.0,56.0,7.0,8.0
Trim56,1305.0,1332.0,997.0,1261.0,1402.0,1257.0
Ess2,567.0,694.0,602.0,587.0,741.0,594.0
Klk10,572.0,260.0,208.0,22.0,20.0,30.0
Lrrc8d,1842.0,2073.0,1953.0,1914.0,2120.0,2262.0
Frg1,682.0,647.0,569.0,532.0,745.0,623.0
Zmym1,549.0,468.0,418.0,462.0,608.0,591.0
Gm7589,8.0,5.0,4.0,2.0,5.0,5.0
Ipcef1,127.0,165.0,105.0,124.0,110.0,181.0
Gulo,3200.0,3666.0,3199.0,1260.0,2049.0,2547.0
Gm10387,5.0,4.0,6.0,3.0,3.0,3.0
Cck,5.0,8.0,1.0,3.0,6.0,0.0
Cacna1d,339.0,583.0,361.0,569.0,1011.0,632.0
Oat,7996.0,8708.0,7276.0,9705.0,10794.0,10106.0
Slc66a1,208.0,210.0,161.0,150.0,165.0,161.0
Pdlim7,2637.0,2748.0,1837.0,1250.0,2052.0,1530.0
Tafazzin,2124.0,2260.0,1903.0,1509.0,1926.0,1825.0
Ccl2,212.0,85.0,49.0,64.0,12.0,20.0
Asic2,953.0,1128.0,899.0,1313.0,2322.0,2465.0
Psmd3,4974.0,5470.0,4437.0,4776.0,5424.0,5303.0
Ngfr,187.0,33.0,30.0,36.0,45.0,29.0
Uox,5413.0,3341.0,3354.0,1133.0,1636.0,1255.0
Fbxl17,1025.0,1320.0,982.0,1197.0,1706.0,1480.0
Slc6a2,275.0,1352.0,525.0,9513.0,8673.0,16366.0
A230107N01Rik,22.0,26.0,21.0,17.0,38.0,32.0
Ddx60,1206.0,1154.0,666.0,311.0,448.0,217.0
Cog6,1190.0,1001.0,885.0,1243.0,1118.0,1189.0
Thap7,492.0,662.0,513.0,598.0,617.0,633.0
Gm12248,35.0,34.0,44.0,28.0,51.0,45.0
Ccl22,230.0,42.0,31.0,77.0,22.0,24.0
Nmral1,182.0,243.0,218.0,208.0,275.0,263.0
Slf2,1230.0,1204.0,941.0,1069.0,1357.0,1368.0
Gm7964,1017.0,1022.0,852.0,1075.0,1192.0,1223.0
2700054A10Rik,85.0,104.0,73.0,90.0,169.0,124.0
Csgalnact2,903.0,1053.0,896.0,739.0,961.0,926.0
Hnrnpul1,4626.0,4754.0,4191.0,4730.0,6751.0,5570.0
Chct1,194.0,198.0,155.0,19.0,5.0,8.0
Sprr2d,782.0,97.0,147.0,0.0,0.0,0.0
Impg2,74.0,50.0,51.0,27.0,51.0,33.0
Uroc1,25.0,10.0,21.0,30.0,23.0,30.0
BC005537,10531.0,10428.0,9247.0,5900.0,7537.0,7025.0
Sestd1,7691.0,8461.0,7072.0,4446.0,7674.0,6153.0
Ndufa10,1676.0,1682.0,1486.0,1476.0,1939.0,1725.0
A930015D03Rik,105.0,112.0,76.0,57.0,88.0,69.0
Gipc1,1944.0,1885.0,1649.0,2001.0,1883.0,2077.0
Anp32b-ps1,40.0,48.0,25.0,34.0,31.0,30.0
Ddx23,1825.0,1959.0,1721.0,1680.0,2084.0,2046.0
Mir31,46.0,43.0,38.0,0.0,1.0,4.0
Zfp65,398.0,413.0,312.0,378.0,546.0,433.0
Ubxn7,2033.0,2107.0,1541.0,1456.0,2384.0,1789.0
Gm7367,164.0,165.0,122.0,136.0,231.0,167.0
Pde4d,1250.0,1268.0,1082.0,641.0,916.0,1078.0
Gm14586,126.0,123.0,95.0,68.0,71.0,86.0
A730063M14Rik,26.0,30.0,33.0,18.0,37.0,30.0
Lrrcc1,833.0,926.0,791.0,939.0,1740.0,1307.0
Rexo4,1125.0,1191.0,1046.0,1216.0,1310.0,1208.0
Lyn,5030.0,4034.0,3516.0,3038.0,3459.0,3219.0
Rpl37rt,785.0,891.0,820.0,373.0,543.0,598.0
Tvp23b,2460.0,2596.0,2385.0,2496.0,2421.0,2523.0
Gm13305,1.0,0.0,2.0,0.0,0.0,0.0
1600020E01Rik,187.0,176.0,153.0,73.0,146.0,113.0
Tmed10-ps,286.0,292.0,245.0,398.0,394.0,441.0
Gm4581,8.0,14.0,6.0,8.0,11.0,15.0
Anp32e,1698.0,1588.0,1357.0,1732.0,1900.0,1838.0
Gm4963,1.0,1.0,6.0,0.0,3.0,1.0
Dnajc8,1785.0,1971.0,1701.0,1573.0,1837.0,1910.0
Gng12,9126.0,6847.0,5742.0,6698.0,5734.0,6012.0
Ssu72,1790.0,1894.0,1552.0,1895.0,1876.0,2033.0
Akap12,3907.0,3622.0,3430.0,1017.0,2006.0,2136.0
2310039L15Rik,2.0,0.0,2.0,2.0,3.0,0.0
Prkcsh,3897.0,4396.0,4041.0,4781.0,5045.0,5528.0
Sort1,4956.0,5853.0,4475.0,5857.0,8982.0,7454.0
Gys1,5131.0,3890.0,4055.0,1928.0,2364.0,2241.0
Apex2,127.0,162.0,118.0,136.0,120.0,156.0
Psma7,3041.0,3156.0,2992.0,2650.0,2872.0,2943.0
Tmsb15b1,20.0,30.0,28.0,16.0,19.0,29.0
Vmp1,3255.0,3731.0,3045.0,2046.0,2013.0,2345.0
Emx2,2102.0,2767.0,1974.0,2930.0,4653.0,3652.0
Gm7977,0.0,0.0,0.0,0.0,1.0,0.0
6430562O15Rik,230.0,476.0,367.0,235.0,180.0,248.0
Zfp169,401.0,337.0,270.0,222.0,355.0,253.0
Slc35d2,161.0,237.0,141.0,202.0,297.0,261.0
Pcyt2,891.0,839.0,694.0,800.0,972.0,992.0
Plpp6,832.0,979.0,818.0,903.0,1167.0,1237.0
Zfp825,194.0,204.0,199.0,126.0,187.0,158.0
Nsun5,247.0,266.0,257.0,247.0,274.0,261.0
Rsad1,2423.0,4263.0,2842.0,2285.0,4229.0,3376.0
Tbc1d25,260.0,293.0,259.0,233.0,293.0,276.0
Txnl4b,283.0,321.0,243.0,285.0,390.0,317.0
Gm9457,2.0,1.0,2.0,1.0,2.0,0.0
Camk2n2,882.0,933.0,985.0,620.0,307.0,506.0
Ost4,1652.0,1993.0,1736.0,1733.0,1771.0,1953.0
Ctso,1211.0,1411.0,1041.0,1097.0,1294.0,1304.0
Copa,11611.0,11411.0,10147.0,11704.0,12270.0,12166.0
Polr2m,4974.0,5608.0,4502.0,3947.0,4559.0,4536.0
Gcdh,647.0,738.0,637.0,617.0,898.0,793.0
Uba52-ps,39.0,37.0,37.0,22.0,40.0,21.0
Fos,3100.0,2172.0,1982.0,1344.0,611.0,606.0
Gm10705,150.0,194.0,135.0,174.0,184.0,214.0
Alox5,54.0,89.0,77.0,45.0,72.0,85.0
Zfp213,384.0,477.0,376.0,410.0,532.0,468.0
Il1b,274.0,100.0,212.0,94.0,22.0,40.0
Pm20d1,37.0,17.0,10.0,41.0,43.0,36.0
Pcf11,1523.0,1606.0,1408.0,1249.0,1760.0,1516.0
Isca2,448.0,477.0,416.0,452.0,544.0,500.0
Helb,306.0,282.0,251.0,259.0,352.0,215.0
Gm8692,3.0,8.0,3.0,3.0,3.0,8.0
Ppp4r2,2557.0,2423.0,2230.0,1774.0,1896.0,1928.0
Cbx3-ps5,0.0,0.0,0.0,0.0,1.0,0.0
Edem3,2662.0,2426.0,2226.0,2341.0,2583.0,2420.0
Trappc4,834.0,816.0,739.0,820.0,848.0,851.0
Ptgdr2,12.0,25.0,9.0,1.0,15.0,10.0
Fbxo4,533.0,678.0,530.0,659.0,675.0,780.0
Cdh16,109.0,58.0,58.0,123.0,62.0,54.0
Car12,1635.0,986.0,1007.0,1148.0,923.0,1512.0
Aqp2,19.0,24.0,15.0,14.0,8.0,12.0
Stim1,1880.0,1911.0,1406.0,1755.0,2504.0,1967.0
Slc30a9,2951.0,3309.0,2942.0,2325.0,2618.0,2904.0
Tyk2,1544.0,1361.0,1275.0,1126.0,1605.0,1254.0
Tbc1d8b,1454.0,1291.0,1136.0,1293.0,1316.0,1296.0
Prrc2c,7226.0,8489.0,6381.0,7953.0,10320.0,9400.0
Tor4a,2665.0,3010.0,2519.0,2878.0,3280.0,3255.0
Spindoc,627.0,841.0,705.0,862.0,863.0,925.0
Micos13,1000.0,1119.0,1058.0,1008.0,1238.0,1232.0
Rnf121,675.0,638.0,680.0,575.0,642.0,675.0
Atad2,589.0,446.0,394.0,324.0,657.0,492.0
Gm19723,16.0,4.0,9.0,0.0,0.0,2.0
Slc26a8,33.0,48.0,39.0,16.0,37.0,48.0
Gbp8,2336.0,2717.0,2448.0,2754.0,2282.0,3862.0
Slc37a4,366.0,382.0,357.0,332.0,501.0,438.0
Stambp,729.0,666.0,541.0,681.0,953.0,734.0
Zfp760,370.0,434.0,393.0,252.0,390.0,313.0
Rab5b,5220.0,5111.0,4351.0,3382.0,4345.0,3772.0
Max,1752.0,1769.0,1575.0,1539.0,1412.0,1454.0
Pqbp1,893.0,879.0,800.0,921.0,955.0,973.0
Stk4,1738.0,1835.0,1596.0,1637.0,1979.0,2134.0
Hsh2d,78.0,90.0,45.0,91.0,155.0,112.0
Egln3,5330.0,3206.0,3554.0,938.0,898.0,1102.0
Sema4a,4044.0,3644.0,3303.0,3443.0,3503.0,3817.0
Serp1,11172.0,11633.0,11057.0,14907.0,10417.0,13917.0
Zfp943,483.0,500.0,430.0,359.0,506.0,482.0
Nhp2,602.0,729.0,577.0,905.0,846.0,960.0
Dok6,8.0,7.0,5.0,11.0,7.0,9.0
Tmed2,5387.0,6056.0,5639.0,6853.0,6351.0,7838.0
Boc,2003.0,2515.0,1778.0,1851.0,3087.0,2286.0
4930413G21Rik,286.0,448.0,462.0,233.0,489.0,431.0
Zmym2,2264.0,2258.0,1767.0,1705.0,2342.0,2199.0
Rab6a,4243.0,4262.0,3675.0,5028.0,4778.0,5336.0
2310039H08Rik,264.0,345.0,307.0,338.0,383.0,388.0
Fam177a2,0.0,3.0,3.0,7.0,15.0,5.0
Ndufa4,2218.0,2435.0,2188.0,2354.0,2710.0,2759.0
Jpt2,3035.0,2758.0,2403.0,3822.0,2630.0,3423.0
Sdk1,851.0,970.0,949.0,831.0,1168.0,920.0
Banp,759.0,771.0,776.0,844.0,1200.0,988.0
Cdk4,3048.0,3302.0,2766.0,3257.0,4468.0,3705.0
Vps25,1592.0,1857.0,1406.0,1907.0,2250.0,2286.0
Mir2861,14.0,11.0,12.0,10.0,14.0,9.0
Prss22,145.0,98.0,97.0,12.0,10.0,5.0
B230325K18Rik,25.0,41.0,22.0,42.0,75.0,60.0
Akap7,274.0,336.0,281.0,331.0,554.0,416.0
Arel1,2120.0,2021.0,1747.0,1778.0,1960.0,2002.0
Zfp420,214.0,216.0,195.0,148.0,232.0,198.0
Cdv3,3433.0,3191.0,2991.0,3745.0,3608.0,4180.0
E130215H24Rik,10.0,5.0,9.0,2.0,6.0,4.0
Bsg,25765.0,26593.0,22544.0,15583.0,20355.0,18100.0
Mrps9,598.0,578.0,524.0,419.0,659.0,558.0
1700099I09Rik,4.0,3.0,5.0,1.0,1.0,4.0
Gm17281,26.0,33.0,23.0,22.0,39.0,15.0
Zfp866,941.0,1077.0,820.0,1101.0,1557.0,1238.0
Gm7072,352.0,404.0,307.0,316.0,424.0,336.0
Nucb2,3542.0,3580.0,3066.0,4225.0,4927.0,6010.0
Ggact,376.0,553.0,399.0,386.0,589.0,485.0
Kctd8,24.0,47.0,37.0,30.0,50.0,53.0
Cttn,7416.0,7630.0,6247.0,7551.0,8212.0,8129.0
Rps29,4733.0,5268.0,4823.0,3336.0,4303.0,4103.0
Jph4,1276.0,2834.0,1800.0,1901.0,4256.0,3024.0
Rbm11,17.0,35.0,22.0,15.0,56.0,22.0
Gm10384,71.0,129.0,72.0,100.0,205.0,172.0
Stat1,6467.0,6451.0,4110.0,2827.0,3388.0,2016.0
Radil,61.0,79.0,72.0,76.0,131.0,75.0
Igkv14-111,2.0,2.0,0.0,6.0,0.0,0.0
Cox5a,1719.0,1786.0,1619.0,1975.0,2093.0,2175.0
Hk1,5002.0,4920.0,4453.0,4094.0,5432.0,5164.0
Zbed4,170.0,146.0,111.0,211.0,202.0,218.0
Zfp462,866.0,1373.0,916.0,1411.0,1632.0,1750.0
Sumo3,2691.0,3268.0,2405.0,3431.0,4084.0,3902.0
Plekhf2,828.0,824.0,629.0,794.0,915.0,774.0
Atp6v0b,2597.0,3035.0,2463.0,1679.0,2024.0,2012.0
Ifit1,2787.0,2084.0,1137.0,470.0,272.0,163.0
Gm16861,67.0,77.0,53.0,33.0,50.0,35.0
Lyrm2,636.0,762.0,660.0,653.0,932.0,849.0
Gm6023,8.0,6.0,6.0,3.0,3.0,4.0
Adipor2,4644.0,4051.0,3614.0,4907.0,7227.0,6025.0
Fbxw11,3300.0,3111.0,2837.0,2675.0,3197.0,2944.0
Gfra2,292.0,317.0,170.0,173.0,187.0,138.0
Tomm20,2691.0,3319.0,2820.0,3100.0,4032.0,3630.0
Ireb2,2547.0,2561.0,2105.0,2390.0,2885.0,2907.0
Nxpe3,110.0,110.0,105.0,50.0,56.0,30.0
Dbh,2.0,0.0,1.0,6.0,6.0,7.0
Washc4,1396.0,1368.0,1096.0,1128.0,1334.0,1251.0
Gpatch11,426.0,494.0,401.0,471.0,553.0,474.0
Nherf2,1132.0,1441.0,1048.0,923.0,1291.0,1213.0
Plcg1,2096.0,2350.0,1860.0,638.0,1093.0,828.0
Ptcd1,611.0,565.0,459.0,433.0,598.0,568.0
Tmsb15l,62.0,57.0,44.0,42.0,32.0,34.0
6330415G19Rik,8.0,12.0,16.0,15.0,25.0,20.0
Fam234a,3138.0,3161.0,2713.0,3028.0,4165.0,3345.0
Marveld2,555.0,467.0,414.0,424.0,505.0,481.0
Map3k2,2178.0,2200.0,1867.0,2078.0,2587.0,2401.0
Gm9169,4.0,3.0,4.0,9.0,6.0,10.0
Ddx50,2474.0,2521.0,2248.0,2349.0,2305.0,2432.0
Necab2,10.0,21.0,12.0,17.0,56.0,25.0
Fam219b,697.0,731.0,659.0,762.0,918.0,771.0
Lig1,577.0,574.0,476.0,432.0,1013.0,619.0
Stk32a,16.0,36.0,21.0,5.0,22.0,19.0
Mrps26,551.0,688.0,582.0,764.0,806.0,758.0
Eya2,3437.0,3915.0,3586.0,3224.0,3549.0,3681.0
Nfrkb,859.0,1016.0,718.0,871.0,1179.0,962.0
Acbd7,35.0,70.0,41.0,17.0,30.0,28.0
Aqp6,6.0,7.0,8.0,12.0,12.0,11.0
Aldoc,7913.0,9582.0,8664.0,9097.0,8382.0,8502.0
Megf8,3579.0,4342.0,3290.0,3919.0,5685.0,4222.0
Tafa3,12.0,11.0,5.0,5.0,7.0,4.0
Hdlbp,20882.0,19271.0,17034.0,24197.0,20677.0,22241.0
Rimkla,65.0,101.0,75.0,44.0,39.0,37.0
Sdhc,3242.0,3658.0,3068.0,2922.0,3226.0,3397.0
Taf9b,291.0,318.0,244.0,356.0,394.0,384.0
Eprs,4214.0,4357.0,4854.0,4355.0,3535.0,4083.0
Retreg3,2830.0,2901.0,2525.0,1883.0,2763.0,2505.0
Unk,1030.0,1267.0,963.0,874.0,1367.0,1095.0
Bace2,7087.0,7842.0,7184.0,5842.0,5569.0,7599.0
Setd1a,1904.0,2061.0,1571.0,1513.0,2061.0,1661.0
E130304I02Rik,5.0,5.0,1.0,2.0,1.0,5.0
Ostc,2449.0,2436.0,2275.0,2773.0,2290.0,3219.0
Rnd1,541.0,442.0,330.0,156.0,220.0,165.0
Tmed9,3631.0,3944.0,3528.0,4906.0,4089.0,5213.0
Dio2,922.0,1682.0,957.0,586.0,914.0,664.0
Pcp4l1,1149.0,1266.0,762.0,1302.0,1614.0,1672.0
Trappc5,749.0,793.0,723.0,792.0,960.0,967.0
Krt6a,6.0,9.0,9.0,6.0,0.0,0.0
Opn3,80.0,96.0,73.0,62.0,41.0,57.0
Jazf1,165.0,154.0,133.0,263.0,327.0,242.0
Gm4130,134.0,139.0,107.0,107.0,122.0,132.0
Ttc39a,758.0,1023.0,688.0,3652.0,5283.0,4437.0
Gk,371.0,342.0,272.0,431.0,475.0,494.0
Mrpl55,254.0,328.0,282.0,385.0,409.0,415.0
Pgls,583.0,585.0,493.0,666.0,778.0,798.0
Nol7,942.0,1054.0,838.0,1154.0,1374.0,1262.0
Fdxacb1,184.0,237.0,199.0,192.0,281.0,244.0
Pmel,133.0,133.0,96.0,56.0,100.0,101.0
Pkdrej,26.0,13.0,20.0,22.0,33.0,30.0
Nfkb2,2428.0,2194.0,1831.0,1331.0,1642.0,1374.0
Ftl1,23917.0,20968.0,21090.0,13852.0,16123.0,15663.0
Csrp2,1731.0,2437.0,1977.0,1270.0,1952.0,1826.0
Scand1,1296.0,1688.0,1502.0,1380.0,1799.0,1469.0
Nedd4l,4420.0,4908.0,4616.0,2238.0,2869.0,2937.0
Aldh1a7,51.0,29.0,30.0,21.0,41.0,47.0
Cacfd1,2945.0,2772.0,2527.0,2606.0,2695.0,2438.0
Syce1,10.0,4.0,1.0,7.0,1.0,1.0
Haus4,493.0,561.0,497.0,391.0,543.0,389.0
Rn45s,183751.0,291739.0,256734.0,190420.0,308114.0,225980.0
Insyn1,376.0,555.0,283.0,609.0,928.0,908.0
Scamp3,969.0,1108.0,834.0,1800.0,2252.0,1936.0
Npc1,2826.0,2678.0,2237.0,1850.0,2101.0,1995.0
Matn4,39.0,19.0,32.0,14.0,56.0,22.0
Angel2,1274.0,1467.0,1185.0,1162.0,1579.0,1415.0
Plet1,56149.0,51238.0,45777.0,44047.0,38836.0,48702.0
