GeneID	Bulk RNA-seq IU_2.5preg_n1	Bulk RNA-seq IU_2.5preg_n2	Bulk RNA-seq IU_2.5preg_n3	Bulk RNA-seq IA_2.5preg_n1	Bulk RNA-seq IA_2.5preg_n2	Bulk RNA-seq IA_2.5preg_n3
Oaz3	42	26	27	85	107	118
Mrpl9	1798	2645	1854	2237	3106	3196
Riiad1	298	364	310	2442	3029	3160
Celf3	55	45	39	50	54	44
Snx27	3452	4684	3356	3175	4688	4699
Rpl31-ps11	30	38	37	12	35	20
Tuft1	568	713	661	1401	1841	1748
BC021767	108	115	133	783	692	581
Selenbp2	35	64	42	249	313	215
Cgn	5705	6904	6140	6073	8014	9083
Pogz	3188	4751	3259	3403	4739	4797
Psmb4	5016	6201	5085	5418	7432	8307
Selenbp1	4835	6561	4871	15829	19984	21971
Rfx5	1216	1846	1136	1253	1782	1839
B230398E01Rik	0	6	2	3	3	3
Pi4kb	2657	3739	2704	2829	3947	4200
A730011C13Rik	151	138	106	224	249	195
Zfp687	2708	3670	2879	2679	3462	3694
NA	38	60	45	48	68	103
Psmd4	2781	4467	3155	3441	4657	5358
Pip5k1a	1646	2688	1687	1551	2371	2341
Vps72	1853	2779	1903	2682	3706	3788
Tmod4	20	46	28	26	33	31
Scnm1	917	1187	890	1418	2011	1938
Lysmd1	228	305	174	209	274	279
Tnfaip8l2	139	269	168	29	64	60
Gm9169	6	9	11	12	15	10
Sema6c	700	1658	794	144	222	214
Gabpb2	4805	6788	4216	5042	6967	6894
Gm16740	28	38	29	28	26	42
Mllt11	196	399	322	172	218	188
Cdc42se1	5889	7941	6348	4188	5707	6375
Gm128	74	69	60	186	252	210
Bnipl	1972	1989	1992	3704	5211	5602
Prune1	2206	2934	2157	2155	3188	3363
Mindy1	4015	5199	3736	4276	5371	5659
Anxa9	279	481	392	489	785	700
NA	51	58	46	29	50	52
Cers2	7554	9496	7448	4825	6579	6631
Setdb1	2581	3406	2602	3868	5059	5665
Ctxnd2	3	2	6	85	104	93
NA	0	2	0	3	8	9
Gm4349	6	4	1	7	2	5
Arnt	3470	5456	3502	4626	6202	6503
Ctsk	907	1714	970	241	347	413
Ctss	1938	3041	1704	528	839	843
Hormad1	0	0	0	0	0	0
Golph3l	3010	4272	2601	3296	4497	4421
Ensa	4510	6610	4470	4938	6760	7279
NA	19	8	8	26	28	16
Mcl1	6788	10114	6738	6201	9107	9629
Adamtsl4	538	1184	624	164	205	199
Ecm1	1658	3951	1464	480	646	677
Tars2	1209	1550	1310	1545	1729	1805
Rprd2	3240	4596	3016	4200	5651	6335
Prpf3	1006	1438	1046	1260	1864	1815
Mrps21	1395	1661	1753	1307	1781	2091
C920021L13Rik	43	63	55	55	31	42
Ciart	95	118	103	135	137	105
BC028528	41	86	62	8	15	13
Aph1a	3168	4120	2995	2829	3897	4043
Car14	115	359	127	19	22	30
Anp32e	2675	4328	2596	3365	5022	4980
Gm9054	6	21	18	5	14	9
Plekho1	1409	3884	1621	255	375	357
Vps45	971	1314	919	1107	1548	1785
Otud7b	4076	5974	4024	6708	10282	11276
Mtmr11	363	782	469	148	144	139
Gm17690	149	218	177	288	423	389
Sf3b4	2349	3562	2322	3842	5692	6356
Sv2a	491	861	580	143	135	175
Bola1	656	682	637	1768	2508	2964
H2ac21	4	2	5	3	11	13
H2ac20	5	7	3	5	5	11
H2bc21	702	1404	767	886	1159	1026
H3c15	111	192	147	130	159	175
H2ac19	34	59	43	52	77	59
H2ac18	104	137	132	132	178	217
H3c14	461	689	466	359	542	541
H4c14	25	50	15	24	30	26
H3c13	2	3	0	1	6	0
H2bc18	0	0	0	1	2	1
Fcgr1	231	331	188	37	81	67
Platr30	0	0	0	0	0	0
Rnu1b1	0	0	0	0	0	0
Rnu1b2	0	0	0	0	0	0
Gm17575	0	0	0	0	0	0
Terc	3	4	14	11	22	14
BC107364	2	3	0	8	11	11
Rnu1b6	0	0	0	0	0	0
NA	64	69	61	1445	1243	1225
Hjv	1	8	0	0	0	0
Gm15441	35	43	46	157	145	145
Txnip	30452	40628	24452	49084	55933	67581
Polr3gl	1076	1546	1145	1325	1616	1595
Ankrd34a	74	118	31	16	24	44
Lix1l	2769	6090	2626	1181	2170	2217
6330549D23Rik	58	46	42	162	183	205
Rbm8a	1828	2749	1992	2662	3856	4299
Pex11b	1333	1691	1248	1646	2293	2295
Itga10	405	901	594	326	468	437
Ankrd35	447	576	613	2104	3088	3267
Pias3	2322	3444	2573	1646	2260	2412
Nudt17	72	123	99	69	102	127
Polr3c	1256	1463	1270	1592	1991	2361
Rnf115	1367	2075	1490	1541	2180	2177
Cd160	10	22	10	6	4	4
4930442L01Rik	0	0	0	0	0	0
Pdzk1	212	352	223	290	362	450
Gpr89	986	1139	924	1077	1364	1534
Gja8	4	7	6	5	17	16
Gja5	94	284	92	23	37	41
Acp6	1033	1536	1048	1430	1711	1867
Bcl9	5283	7643	5522	9109	12209	14369
Gm17608	42	69	31	61	54	51
Or13l2	0	0	0	0	0	0
Chd1l	949	1296	969	2638	3573	4185
Fmo5	1316	1772	1265	3650	4986	5486
Prkab2	1536	2468	1636	569	616	691
Pde4dip	4908	7020	4940	3292	4442	4648
NA	0	0	0	0	0	0
Sec22b	3799	4402	4013	2837	4071	4485
Gm5544	2	8	4	2	1	7
Notch2	16886	20445	14839	16669	25400	24689
Adam30	1	2	2	0	3	0
Reg4	0	0	0	0	0	0
Hmgcs2	4843	14584	4294	1241	2310	1858
Phgdh	619	892	602	804	1252	1346
Zfp697	273	399	241	137	199	211
Hsd3b9	2	0	0	0	0	0
Hsd3b4	0	0	0	0	0	0
Hsd3b8	0	0	0	0	0	0
Gm5853	4	0	1	1	8	14
Hsd3b5	0	0	0	0	0	0
Hsd3b2	1	0	0	9	7	17
Hsd3b3	4	1	6	1	0	3
Hsd3b6	0	0	0	0	0	0
Hsd3b1	0	2	7	0	0	4
Hao2	0	0	0	0	0	0
Wars2	712	937	653	1615	2081	2224
Tbx15	6	17	8	11	19	8
Spag17	864	1142	997	7718	10820	11166
Spag17os	3	0	0	21	36	1
Wdr3	1244	1715	1106	1554	2015	2179
Gdap2	775	1181	760	717	922	999
4930406D18Rik	0	0	0	0	0	0
Tent5c	1722	2515	1369	701	953	937
Man1a2	6971	11410	6752	7361	9910	11164
Vtcn1	3923	4643	3746	3298	4680	4912
Trim45	518	1034	603	834	1177	1315
Ttf2	521	922	662	719	1059	1208
Cd101	13	35	16	4	5	12
Ptgfrn	8274	15798	8157	8009	11518	13271
Cd2	26	44	45	19	18	22
Igsf3	3815	6076	3690	2028	3168	3308
Atp1a1	103242	127477	97097	110400	160869	183679
Mab21l3	10652	11091	12838	46	56	67
Slc22a15	3673	3994	3855	960	1532	1719
Nhlh2	0	0	0	0	0	0
Casq2	36	143	51	55	80	70
Vangl1	3285	4196	3141	4260	6062	6921
A230001M10Rik	5	9	15	7	8	14
Ngf	135	267	129	11	9	18
Tspan2os	2	0	2	4	5	4
Tspan2	2316	6601	2628	2427	3355	3482
Tshb	5	7	15	0	2	2
Sycp1	28	24	17	25	29	41
Nr1h5	69	101	65	50	73	31
Sike1	2355	3110	2318	1768	2425	2699
Csde1	14151	19693	13521	15595	22179	23231
Nras	3071	4114	3135	4988	7075	7627
Ampd1	1	1	2	31	71	57
Dennd2c	165	282	157	194	244	177
Bcas2	2309	2734	2269	2940	3536	3928
Trim33	3177	4492	3186	5800	8300	8856
Syt6	27	84	47	494	538	759
Olfml3	1543	3237	1391	2498	3791	3583
Hipk1	31726	43781	30991	58162	84889	91649
Dclre1b	1395	1929	1477	899	1483	1574
Gm15471	20	31	23	8	11	14
Ap4b1	2006	2548	2174	1834	2527	2672
Bcl2l15	605	577	554	48	43	37
Ptpn22	9260	10650	8068	2507	4101	3494
Rsbn1	4446	5610	4309	3905	5606	5896
Phtf1os	62	102	49	86	113	115
Phtf1	2803	3804	2930	10837	14144	15962
Magi3	3756	4599	3631	4340	6542	6399
Gm5546	21	21	11	28	29	19
Lrig2	1579	2605	1751	2084	2618	2853
Slc16a1	2737	2765	2302	4723	6599	8015
Gm6485	278	384	336	363	559	597
Tafa3	11	13	16	7	5	6
Ppm1j	75	134	94	45	73	76
Rhoc	4703	8514	5494	2614	4593	4717
Mov10	1790	2582	1880	2430	3339	3746
NA	0	1	0	0	1	0
Capza1	2689	3579	2749	1638	2346	2731
St7l	1167	1473	1267	1245	1396	1625
Wnt2b	4757	7515	4130	1731	3300	4318
Cttnbp2nl	4164	6852	3994	1767	3070	3093
4930564D02Rik	0	0	0	0	1	0
Kcnd3os	82	180	59	36	43	68
Kcnd3	3549	8936	3150	1827	2523	3483
Ddx20	1026	1453	1174	2672	3543	4246
Inka2	554	1193	499	598	851	924
Rap1a	2349	3032	2376	1940	2708	2908
Gm5547	8	16	16	11	11	18
Adora3	9	21	12	11	6	24
I830077J02Rik	24	21	16	7	10	13
Atp5pb	10179	11354	9543	8947	11512	12934
Wdr77	16001	19005	14771	14539	21799	20949
Ovgp1	1082441	1076952	942985	563171	886047	819054
Pifo	1267	1294	1477	8216	10563	11793
Chil5	48	24	15	144	113	63
Chia1	210	174	185	1703	1900	1548
Chil3	27	57	15	4	7	16
Chil4	44	60	28	6	8	10
Chil6	8	1	8	7	13	3
2010016I18Rik	36	37	16	44	23	25
Dennd2d	1131	1288	1047	1482	2036	2020
Cept1	2103	2547	2067	3160	4116	4423
Dram2	2053	2372	2009	2415	2988	3393
Lrif1	1225	1691	1317	2188	2802	2543
Cd53	1095	1333	1040	2421	3492	3468
Or11i1	14	21	22	169	313	251
Kcna3	28	36	13	21	19	12
AI504432	78	89	53	25	45	32
A930002I21Rik	0	0	0	0	0	0
Kcna2	2759	3850	2374	2889	4980	5072
Kcna10	0	0	0	0	0	0
Cym	1	2	5	0	0	0
A630076J17Rik	7	4	20	16	49	25
Prok1	1	4	4	1	0	0
Lamtor5	1682	1837	1642	1493	2170	2056
Slc16a4	464	469	343	515	629	712
Rbm15	802	1304	1001	997	1530	1577
Kcnc4	92	125	77	14	24	29
Slc6a17	1817	2084	1373	2823	4274	3495
Ubl4b	0	0	0	0	0	0
Alx3	10	5	0	45	54	62
Strip1	4454	6077	4552	2107	2917	3345
Ahcyl1	15362	20042	14967	8151	12075	12334
Csf1	1379	2462	1238	570	1103	1044
Gm5075	23	24	9	17	19	8
Eps8l3	0	0	0	1	1	0
Gm10667	1	6	0	2	0	0
4933431E20Rik	574	810	551	703	1108	1076
Gstm5	2703	2986	1909	1209	1743	1672
Gstm7	14258	16958	9991	1019	1557	1422
Gstm6	172	264	150	66	135	129
Gstm3	85	80	69	58	48	73
Gstm2	97555	111042	101674	52468	73142	73957
Gstm1	76850	103239	78257	53908	77322	76246
Gstm4	727	1037	755	762	1106	1143
Ampd2	2039	3119	2294	1284	1799	1649
Gnat2	221	155	183	116	115	167
Gnai3	6464	8730	6345	6304	9353	10011
Gpr61	3	8	4	9	8	0
Amigo1	1252	2173	1293	3311	4269	4662
Cyb561d1	1041	1266	1111	849	1038	1244
Atxn7l2	382	648	466	332	425	390
Sypl2	2	24	4	3	2	4
Psma5	2108	2696	2266	2623	3175	3460
Sort1	31353	34725	31935	15902	22015	24704
Gm19343	16	17	7	19	18	4
Mybphl	1	2	2	2	0	0
Gm12522	6	9	5	4	2	3
Psrc1	56	116	110	289	374	331
Celsr2	7877	10506	8211	6156	9139	9010
Sars	4728	6592	4773	3875	5293	5693
Elapor1	2066	2252	2024	2231	2807	2824
Cfap276	277	295	326	2364	2790	3312
Scarna2	5	5	6	8	10	2
Tmem167b	4709	6340	4702	3518	5122	5187
Taf13	846	1077	884	499	605	739
Wdr47	1284	1844	1322	3496	5223	5642
NA	0	0	0	0	0	0
Clcc1	1692	2315	1715	2483	3276	3466
Gpsm2	902	1860	843	414	589	636
Aknad1	9	29	20	0	9	4
Stxbp3	2719	3175	2407	3372	4160	4257
Fndc7	33547	38612	30757	29484	49555	51405
Prpf38b	6289	8155	6940	6724	8909	8168
Henmt1	201	185	147	116	191	201
Eeig2	3745	6734	3400	2890	4242	4297
Slc25a54	0	0	1	0	0	1
NA	163	206	156	219	214	197
Slc25a24	3301	4928	3014	1885	2978	3089
Vav3	1302	1837	1131	59	82	65
Ntng1	226	303	226	245	265	282
Prmt6	943	1219	867	863	1137	1215
Gm6602	0	0	0	0	0	0
Amy2b	0	0	0	0	0	0
NA	0	0	0	0	0	0
Amy2a5	0	0	0	0	0	0
Amy2a4	0	0	0	0	0	0
NA	0	0	0	0	0	0
Amy2a3	0	0	0	0	0	0
NA	0	0	0	0	0	0
Amy2a2	0	0	0	0	0	0
NA	0	0	0	0	0	0
Amy2a1	0	0	0	0	0	0
Amy1	493	564	620	1909	1579	1668
Rnpc3	2155	2991	2442	3325	3213	3663
NA	3	6	1	7	8	15
Col11a1	149	606	139	79	158	100
Olfm3	0	0	0	0	0	0
S1pr1	564	1497	573	104	219	204
A930005H10Rik	174	226	163	202	257	319
Dph5	327	401	322	466	515	611
Slc30a7	3170	4346	3032	2322	3121	3108
Extl2	1229	1691	1259	1571	2106	2169
Vcam1	167	425	170	114	163	223
Gpr88	202	387	249	41	39	51
Cdc14a	2009	2160	1872	20198	25519	29478
Rtca	1411	1783	1336	2210	2912	3340
Dbt	2688	3364	2558	2741	3399	3615
Lrrc39	54	62	56	101	92	107
Trmt13	180	234	207	169	223	199
Sass6	277	459	244	1156	1307	1574
Mfsd14a	4013	4868	3936	5965	6902	8090
Slc35a3	3332	3809	3067	4397	5592	5988
Agl	1697	3427	1694	1521	2245	2222
Frrs1	584	732	734	466	603	704
Palmd	436	675	440	265	489	559
4930455H04Rik	0	0	2	4	10	12
1700061I17Rik	1	0	0	0	0	2
Plppr4	155	143	156	113	155	193
Plppr5	19	39	4	4	4	6
Snx7	833	982	793	334	511	610
Mir137	0	0	0	0	0	0
Gm9916	0	0	0	0	0	0
Dpyd	738	1706	570	437	575	444
Ptbp2	1324	2302	1476	1536	1554	1295
NA	0	9	2	5	8	8
Rwdd3	292	350	259	979	1229	1230
Tlcd4	2344	2665	2067	1800	2555	2652
Alg14	817	1076	790	759	1158	1308
Cnn3	26580	33329	27578	4204	6734	6864
Slc44a3	1186	1356	1027	2246	2941	3088
A530020G20Rik	145	250	213	124	127	111
A730020M07Rik	18	44	6	70	121	120
4930432M17Rik	0	0	1	0	0	0
F3	1883	2895	2035	7308	9642	10177
Abcd3	5760	7382	6010	7725	11068	11944
Arhgap29	6882	8477	6285	8307	10529	11645
Abca4	1122	1284	929	1788	2487	2224
Gclm	1773	2511	1973	3080	4701	5083
Gm17494	56	67	57	93	138	151
Dnttip2	1740	2140	1729	2151	2821	3271
Mir760	3	6	14	16	11	24
Gm4610	0	8	4	0	0	0
Bcar3	1030	1376	919	311	394	623
Fnbp1l	3654	5210	3547	4312	6238	6256
Pde5a	1806	6428	1734	323	483	415
4930447N08Rik	0	0	0	0	0	7
4933405D12Rik	8	3	11	39	37	32
Fabp2	1	4	0	25	10	31
NA	0	0	0	0	0	0
1810037I17Rik	83	63	84	75	106	83
Usp53	3274	3830	3368	1225	1624	1883
Myoz2	12	19	4	2	8	3
Synpo2	8770	20731	8548	420	578	789
Sec24d	6207	9022	5388	8044	12045	13535
Mettl14	981	1388	1022	1216	1788	1930
Prss12	180	155	172	177	278	406
Snhg8	786	799	823	472	586	649
Snora24	0	0	0	0	0	0
Ndst3	113	171	120	13	11	12
Gm9372	0	0	0	0	0	0
Tram1l1	43	72	67	38	39	55
1700006A11Rik	0	1	1	0	0	0
1700003H04Rik	0	0	0	0	0	0
Ndst4	465	549	278	93	162	138
Ugt8a	26	16	17	630	716	776
Arsj	788	1018	641	265	353	337
NA	20	21	11	7	13	8
Camk2d	5972	11171	5822	6051	8898	8599
Ank2	689	1530	577	175	294	179
Gm16958	0	0	0	0	0	2
NA	7	10	3	1	1	0
Larp7	875	1341	921	1471	2108	2162
Mir302b	0	0	0	0	0	0
Mir302c	0	0	0	0	0	0
Mir302a	0	0	0	0	0	0
Mir302d	0	0	0	0	0	0
Mir367	0	0	0	0	0	0
Zgrf1	163	262	190	181	289	227
Neurog2	0	0	0	0	0	0
Alpk1	457	630	456	258	328	281
Tifa	418	569	318	245	332	379
Ap1ar	2497	3230	2305	2095	2990	3249
Fam241a	454	517	457	477	569	673
9830132P13Rik	1	3	2	0	2	0
Gm10650	0	0	0	0	0	0
D030025E07Rik	0	0	0	0	0	0
Pitx2	0	12	6	4	7	37
Enpep	336	863	423	177	211	231
Pou5f1-rs4	0	0	0	0	0	0
Elovl6	433	657	507	177	241	231
Egf	45	106	73	91	104	82
6330410L21Rik	0	0	0	0	0	0
Lrit3	0	0	0	0	0	0
Rrh	0	0	0	0	0	1
Gar1	366	596	363	707	952	997
Cfi	5356	5394	4460	3184	4553	4086
Pla2g12a	2412	2796	2290	2653	3916	3740
Casp6	1884	2496	1971	3704	4778	5268
Mcub	335	388	276	211	285	264
Sec24b	8048	10501	8389	8539	11180	11708
Col25a1	85	169	95	871	1210	1418
Etnppl	0	2	0	2	0	0
Ostc	3160	3144	3158	2478	3191	3421
NA	0	0	0	0	0	0
Rpl34	11132	10296	11696	7939	10152	12019
Lef1	44	205	36	38	43	54
Hadh	3244	4621	3150	3851	5314	5548
Cyp2u1	18	42	26	95	133	148
4930534D22Rik	0	0	4	2	0	0
Sgms2	16072	16556	15837	8520	11612	12936
Papss1	2888	4143	2857	6235	9135	10200
NA	0	0	0	0	0	0
Dkk2	381	811	352	42	88	58
Gimd1	0	0	0	0	0	0
Aimp1	1221	1673	1211	1476	1912	2057
NA	0	0	0	0	1	0
Tbck	740	1098	780	772	1012	1058
Npnt	2429	8147	1953	757	981	1081
Gstcd	553	771	584	726	971	1087
Ints12	907	1286	842	1277	1681	1708
Arhgef38	89	139	81	184	303	370
Ppa2	1247	1770	1259	1705	2433	2645
Tet2	1705	2574	1784	1571	1976	1666
Cxxc4	200	221	205	1170	1521	1606
Mir1895	0	0	0	0	0	0
4930539C22Rik	0	0	0	1	0	0
Tacr3	0	7	0	2	4	0
Cenpe	133	184	152	202	227	200
Bdh2	256	479	237	149	200	185
Slc9b2	19	33	27	29	22	19
Slc9b1	10	2	7	0	0	1
Cisd2	2534	2884	2719	2834	3475	3836
4930539J05Rik	308	389	333	381	499	709
Ube2d3	12458	15516	13188	15100	19914	22491
Manba	3079	3637	3023	3909	5416	6053
NA	70	130	74	96	159	187
Nfkb1	3594	5537	3599	4924	6661	7180
Gm9799	0	0	0	0	0	0
Slc39a8	8193	9499	6255	438	524	464
4933401H06Rik	2	0	0	0	0	0
Gm16500	0	0	0	1	0	1
Bank1	35	65	41	8	2	6
1700030L20Rik	0	0	0	0	0	0
Ppp3ca	4851	5643	4535	2705	3819	4022
Emcn	617	1439	572	98	149	98
Gm4861	0	0	5	7	3	3
Ddit4l	449	605	469	2400	3677	4177
H2az1	1971	2309	2031	1763	2129	2553
NA	2	3	4	6	3	2
Dnajb14	603	771	634	618	802	992
Lamtor3	1931	2524	1975	1750	2442	2492
Dapp1	1708	2024	1611	1498	2189	2347
NA	1	2	1	0	0	0
Gm5105	90	146	64	23	20	22
Mttp	1110	1143	1022	2334	3019	3666
Trmt10a	436	670	482	756	876	776
4930579F01Rik	8	5	8	0	0	0
0610031O16Rik	4	1	2	0	2	2
Adh7	339	404	330	186	217	226
Adh1	3521	5479	3598	3593	3917	4341
Adh6a	0	6	10	0	0	0
Adh6b	0	3	4	0	0	0
Adh6-ps1	0	0	0	0	0	0
Adh4	0	0	0	0	0	0
Adh5	15467	16769	13518	3858	5134	5517
Metap1	6393	7496	6541	2204	2982	3374
Eif4e	3869	4879	3871	2812	3613	4331
Mir1956	2	0	7	9	6	3
4930425O10Rik	2	6	1	2	0	0
Tspan5	3754	5200	3527	1877	2668	2673
Rap1gds1	2557	4026	2612	2343	3119	3490
Gm4862	0	4	0	0	0	0
Stpg2	11	20	25	74	103	108
Pdha2	0	0	0	0	0	0
Unc5c	134	248	77	18	17	19
Bmpr1b	10239	11290	8631	6842	10833	9731
Pdlim5	6552	8810	6267	13298	19622	20410
Gbp5	371	513	281	78	101	211
Gbp7	1257	1923	1008	639	818	871
Gbp3	917	1522	838	351	426	555
Gbp2b	0	16	4	2	6	1
Gbp2	1873	2809	1494	1056	1295	1648
Kyat3	890	1207	897	1113	1511	1456
Gtf2b	1817	2328	1787	5179	6151	6682
Pkn2	4484	6752	4565	5629	7815	9070
9530052C20Rik	45	111	80	149	184	214
A830019L24Rik	0	0	0	0	0	0
Gm6260	0	0	0	0	0	0
Lmo4	1866	3183	1857	1577	2281	2205
NA	27	23	9	35	27	24
Hs2st1	2596	3717	2562	3927	5985	6433
Selenof	11601	13682	11755	8691	11108	11820
Sh3glb1	3904	5148	3747	6108	8699	9752
Clca3a1	293	554	363	59	145	103
Clca3a2	7	16	13	18	11	12
Clca3b	0	0	1	22	30	48
Clca4c-ps	0	0	0	2	0	0
Clca4b	0	0	0	0	2	0
Gm16233	0	0	0	0	0	0
Clca4a	4	0	0	3	1	0
Clca1	59	48	63	0	4	0
Clca2	9	21	34	2	15	16
Odf2l	1102	1232	1160	4146	5140	5745
Col24a1	23	76	54	4	4	9
Znhit6	897	1203	950	764	974	1003
Ccn1	380	835	487	740	868	1144
Gm17501	37	89	57	37	30	21
Ddah1	459	1005	664	331	692	590
NA	0	0	0	0	0	0
Bcl10	1826	2293	1790	1553	2097	2202
2410004B18Rik	571	858	578	536	761	774
Syde2	418	1097	385	783	1424	1317
Dnai3	934	1163	1117	9257	13308	15491
Mcoln3	8	7	7	38	38	45
Mcoln2	398	450	403	214	232	264
Lpar3	7752	7566	7716	3309	4759	5406
Gm10636	0	2	0	0	0	0
Ssx2ip	2226	2981	2571	2925	4224	4609
Ctbs	700	895	748	773	1049	1120
Spata1	127	199	147	219	218	217
Gng5	6360	7296	6748	4093	5701	6520
Rpf1	1440	1935	1557	1325	1724	1938
Dnase2b	38	19	49	23	19	12
Uox	15603	15862	15226	4287	5109	6166
Gm16325	110	152	142	2	8	13
Samd13	10	26	12	18	66	50
Prkacb	5676	9400	5402	5005	7220	7916
Ttll7	496	1229	420	295	326	399
Adgrl2	3240	5256	2926	2390	3351	3445
Gm10287	0	1	0	0	0	0
Gm1653	1	6	8	0	0	2
Mir3963	0	0	0	0	0	0
4930555A03Rik	0	2	4	0	2	2
Adgrl4	428	1432	417	69	106	125
Ifi44	730	1302	676	93	148	200
Ifi44l	2	11	6	2	0	10
Ptgfr	1010	2790	1293	79	104	92
Gipc2	65	98	67	128	147	208
Dnajb4	1874	3262	1870	2257	3065	3148
Fubp1	4691	7129	5438	6748	8694	9166
Nexn	937	2076	940	154	147	191
Miga1	1636	2167	1524	3773	5153	5729
Usp33	2841	3706	2777	4154	5080	5626
Zzz3	5226	7200	4674	4763	6605	6688
Ak5	53	110	65	22	52	58
AI115009	2	2	0	0	0	0
Pigk	2115	2994	2076	2511	3760	3831
St6galnac5	26	27	35	96	149	168
St6galnac3	65	238	109	82	132	96
NA	4	8	6	6	5	11
5730460C07Rik	0	0	0	0	0	0
Asb17	0	4	0	1	0	0
Asb17os	0	0	2	0	0	0
Msh4	0	3	1	2	1	0
Rabggtb	1961	2583	2125	1636	2083	2189
Snord45b	10	22	18	8	14	6
Snord45c	0	0	0	0	0	0
Acadm	2280	3696	2485	3006	4300	4331
Slc44a5	31	25	20	253	450	396
Lhx8	0	2	4	0	0	2
AI606473	4	0	0	0	0	0
Tyw3	246	422	276	402	510	598
Cryz	719	911	763	835	1346	1516
Erich3	390	435	361	3067	4654	5493
Tnni3k	0	0	0	2	1	0
Fpgt	1340	1678	1429	1530	2093	2059
Lrriq3	79	120	95	422	710	728
9330178D15Rik	0	0	0	0	0	0
4930570G19Rik	41	61	38	49	71	53
Negr1	469	643	345	257	381	415
Gm15577	6	0	2	2	0	2
Zranb2	3673	4848	3689	3995	4880	5600
Mir186	22	43	24	31	31	14
Ptger3	118	302	154	5	14	17
Cth	559	578	540	173	190	146
Ankrd13c	2815	3606	2930	2850	4207	4772
Srsf11	5630	7630	6441	6611	7475	7073
Lrrc40	1150	1476	1116	1105	1446	1525
Lrrc7	25	8	16	268	336	386
Gm20752	0	1	2	0	0	0
Depdc1a	26	28	43	7	20	11
Rpe65	0	0	0	0	0	3
Wls	10624	13144	10069	8098	11695	12338
Vmn1r2	0	0	0	0	0	0
Vmn1r3	0	0	0	0	0	0
NA	22	12	11	6	5	7
Gm11787	5	10	1	5	8	12
Mir3471-2	0	0	0	0	0	0
Tmem68	1211	1498	1168	1098	1396	1504
Tgs1	1413	2021	1232	1510	2023	2218
2210414B05Rik	0	0	1	0	4	1
Lyn	4408	5306	4271	4728	7421	7790
6330407A03Rik	4	0	0	6	7	0
Rps20	18069	20515	18130	10828	13467	15890
Mos	6	4	9	1	2	6
Plag1	195	327	271	258	302	189
Chchd7	1134	1504	1138	991	1256	1416
Sdr16c5	0	0	0	0	0	0
Sdr16c6	0	9	2	0	0	0
Penk	12736	16998	8529	317	542	448
Bpnt2	5932	8035	5602	6373	8864	9869
4930423M02Rik	0	0	0	0	2	0
Fam110b	636	1210	655	529	643	727
NA	3	0	0	2	6	0
Ubxn2b	1786	2670	1626	2439	3618	3609
Cyp7a1	0	0	0	0	1	0
Sdcbp	12519	17666	12393	15465	21503	24079
Nsmaf	3044	4209	3001	3748	4343	4556
Tox	251	1111	267	49	95	96
8430436N08Rik	0	2	6	0	0	0
Car8	114	223	114	37	34	23
Gm11810	0	0	1	0	0	1
Rab2a	9146	12148	9123	7824	10886	11467
Gm8273	12	31	26	39	50	51
Chd7	911	1071	868	1846	2522	2357
Clvs1	10	11	6	0	3	3
Asph	5611	8239	5666	9383	12697	13583
4930412C18Rik	290	416	321	1596	1997	2058
Gdf6	14	57	23	13	16	16
4930448K20Rik	0	0	0	0	0	0
1700123O12Rik	5	4	9	0	0	0
Mir3471-1	0	0	0	0	0	0
Cfap418	1379	2059	1217	3388	4203	4415
NA	16	4	6	6	8	18
Plekhf2	1501	2173	1593	1706	2381	2821
Ndufaf6	165	221	207	280	365	367
Gm11827	144	183	138	39	25	49
Mir684-2	8	3	7	1	8	3
Trp53inp1	6267	10246	6302	14932	20104	22378
Ccne2	41	39	69	65	51	46
Ints8	1838	2564	1790	2184	2729	3306
Dpy19l4	2548	2868	2216	1654	2107	2514
NA	4	5	11	2	5	2
Esrp1	7735	8672	8228	4745	7210	7483
Gm11821	23	36	37	50	48	44
Virma	4012	5485	3790	3605	5012	5464
Rad54b	32	31	18	64	62	62
Fsbp	8	25	6	19	18	15
Gem	1316	3229	1352	736	1199	925
Cdh17	5	10	0	13	14	18
Pdp1	1170	1577	972	856	1224	1182
1700123M08Rik	33	38	44	77	83	72
Gm10604	14	14	10	10	18	15
Tmem67	1197	1582	1373	7141	8919	9900
Rbm12b2	584	893	719	799	1124	956
Rbm12b1	301	497	281	315	444	427
Cibar1	1077	1436	1156	1402	1750	1951
Triqk	807	877	777	1040	1401	1610
Gm11826	106	131	118	93	117	100
Runx1t1	489	992	398	81	91	69
Slc26a7	32	26	19	16	24	52
Lrrc69	4	6	9	4	0	7
Otud6b	2003	2737	2096	2369	3319	3342
Pip4p2	1845	2465	1654	1891	2711	2784
Gm11837	65	74	67	38	51	32
Necab1	11	28	35	2	2	4
Tmem64	7779	9927	7523	7789	12239	12236
Calb1	64708	76824	64169	1049	2161	2117
Decr1	2513	3233	2330	3066	4052	4118
Nbn	1358	1945	1550	1705	2293	2704
Osgin2	1628	1990	1620	2775	3264	3274
Ripk2	670	944	733	1079	1633	1753
A530072M11Rik	142	177	161	149	237	241
Mmp16	201	332	123	36	86	87
Cngb3	0	0	0	0	1	0
Cpne3	5780	7638	5166	6855	9565	10498
Rmdn1	814	987	793	2214	2784	2978
