GeneID	Bulk RNA-seq IU_0.5preg_n1	Bulk RNA-seq IU_0.5preg_n2	Bulk RNA-seq IU_0.5preg_n3	Bulk RNA-seq IA_0.5preg_n1	Bulk RNA-seq IA_0.5preg_n2	Bulk RNA-seq IA_0.5preg_n3
Rps27	7589	8852	8371	4240	6120	5555
Rab13	511	544	454	250	397	290
Jtb	1021	1301	1165	1113	1319	1209
Creb3l4	1205	1925	1606	1181	1468	1736
Slc39a1	5344	4903	4241	4515	4062	4715
Crtc2	1385	1508	1115	758	1050	966
Dennd4b	707	602	573	360	567	428
Gatad2b	758	901	680	770	998	887
Slc27a3	859	1140	1243	377	648	606
Ints3	3163	3349	2792	5322	6604	5994
Npr1	5610	7501	6075	8432	12945	11717
Ilf2	1285	1541	1227	1472	1656	1611
Snapin	1387	1743	1384	1175	1792	1525
Chtop	3430	3941	3155	3602	3922	3985
S100a1	1150	1321	1054	1922	2187	1925
S100a13	198	185	166	159	204	170
S100a14	192	181	176	292	316	503
S100a16	2857	4159	3215	4311	4057	5045
S100a2	2	4	3	10	28	17
S100a3	19	30	16	86	144	125
S100a4	278	229	204	168	161	144
S100a5	0	0	0	0	0	1
S100a6	2469	2838	2249	3739	4826	4669
S100a7a	37	26	21	21	26	20
S100a8	35	8	30	16	2	0
S100a9	147	36	78	17	1	1
Pglyrp4	52	7	10	2	0	0
Gm5849	0	0	0	0	0	0
Gm7166	0	0	0	0	0	0
4930529C04Rik	0	0	0	0	0	1
S100a7l2	0	0	0	0	0	0
Pglyrp3	0	7	3	0	0	0
Lor	5	7	11	7	7	7
Prr9	0	0	0	0	0	0
Lelp1	0	1	0	0	0	0
NA	0	0	0	0	0	0
Sprr2a1	2	0	0	0	0	0
Sprr2a2	0	0	0	0	0	0
NA	0	0	0	0	0	0
Sprr2a3	119	43	32	34	18	27
Sprr2b	940	279	242	55	5	16
Sprr2d	782	97	147	0	0	0
Sprr2e	184	50	84	1	1	0
Sprr2f	7105	2873	2897	10	5	4
Sprr2g	1597	1093	1290	134	4	79
Sprr2h	4	2	4	0	0	0
Sprr2i	1	1	0	0	0	0
Sprr2j-ps	0	0	0	0	0	0
Sprr2k	0	0	0	0	0	0
Sprr1b	0	0	0	0	0	0
Sprr3	1	0	0	1	0	0
Sprr1a	358	189	229	198	37	113
Sprr4	0	0	0	0	0	0
Ivl	33	40	14	48	46	68
Smcp	0	0	0	0	0	0
Lce6a	0	3	0	0	0	0
Lce1a1	0	0	0	1	0	0
Lce1b	0	0	0	0	1	0
Lce1a2	0	0	0	0	0	0
Lce1c	1	0	0	0	0	0
Lce1d	0	0	0	0	0	0
Lce1e	0	0	0	0	0	0
Lce1f	0	0	0	0	0	0
Lce1g	0	0	0	0	0	0
Lce1h	0	0	0	0	0	0
Lce1i	0	0	0	0	0	0
Lce1k	0	0	0	0	0	0
Kprp	0	0	0	0	0	0
Lce1l	0	0	0	0	0	0
2310050C09Rik	0	0	0	0	0	0
Lce3a	0	0	0	0	0	0
Lce3b	0	0	0	0	0	0
Lce3c	0	0	0	0	0	0
Lce3d	0	0	0	0	0	0
Lce3e	0	0	0	0	0	0
Lce3f	0	0	0	0	0	0
Crct1	1	0	1	3	2	9
Lce1m	0	0	0	0	0	0
NA	0	0	0	0	0	0
Tdpoz8	0	0	0	0	0	0
Crnn	0	0	0	0	0	0
Flg2	0	0	0	0	2	0
NA	0	1	1	5	10	3
Flg	0	1	0	1	1	2
Hrnr	0	1	0	1	5	1
Rptn	0	0	0	1	2	1
Tchh	204	294	212	321	507	387
Tchhl1	0	0	0	0	1	0
S100a11	6526	7123	5620	10695	10568	9999
S100a10	2265	2330	1933	1305	876	1355
Tdpoz2	0	0	0	0	0	0
Tdpoz1	0	0	0	0	0	0
Tdpoz4	0	0	0	0	0	0
Tdpoz3	0	0	0	0	0	0
Tdpoz5	0	0	0	0	0	0
Tdpoz9	0	0	0	0	0	0
Tdpoz7	0	0	0	0	0	0
Spopfm2	0	0	0	0	0	0
Them4	358	450	390	415	166	377
Them5	660	1242	810	268	481	526
C2cd4d	173	293	215	205	246	293
Rorc	1533	1380	1294	898	1246	1126
Lingo4	28	84	47	31	75	49
1700040D17Rik	9	17	9	12	18	14
Tdrkh	175	249	189	311	278	348
Oaz3	14	36	15	56	46	71
Mrpl9	1254	1327	1161	947	1201	1043
Riiad1	107	209	146	647	1119	784
Celf3	30	28	12	17	35	8
Snx27	1577	1819	1611	1885	2226	2168
Rpl31-ps11	6	20	11	12	9	14
Tuft1	619	578	548	639	991	1033
BC021767	88	122	98	132	319	187
Selenbp2	44	79	44	67	165	94
Cgn	2956	3022	2439	2665	4123	3305
Pogz	1570	1847	1469	1571	2069	1850
Psmb4	2725	3310	2709	3323	3549	3738
Selenbp1	4159	3069	2895	4048	7983	5283
Rfx5	783	874	718	726	1162	866
B230398E01Rik	1	1	3	2	2	1
Pi4kb	1495	1616	1214	1466	1815	1618
A730011C13Rik	52	63	44	35	80	40
Zfp687	1794	1711	1553	1380	1869	1481
NA	43	47	39	19	53	35
Psmd4	1797	2043	1845	1776	2097	2023
Pip5k1a	1092	1109	1010	839	958	812
Vps72	1332	1398	1130	1009	1407	1183
Tmod4	16	21	14	12	17	12
Scnm1	549	634	518	462	697	587
Lysmd1	126	107	120	60	114	102
Tnfaip8l2	124	122	128	25	35	47
Gm9169	4	3	4	9	6	10
Sema6c	542	527	522	44	170	111
Gabpb2	2480	2652	2032	2279	3037	2782
Gm16740	27	39	32	28	34	30
Mllt11	203	203	169	104	108	98
Cdc42se1	3387	2971	2755	2975	2727	2989
Gm128	19	30	18	18	83	45
Bnipl	687	932	696	1604	2736	2265
Prune1	1154	1181	953	1045	1465	1197
Mindy1	2716	2640	2230	1763	2711	2035
Anxa9	536	395	324	90	192	131
NA	19	24	28	14	10	24
Cers2	3718	4126	3428	3386	3031	3453
Setdb1	1442	1507	1367	1582	2043	1846
Ctxnd2	0	1	1	21	22	21
NA	1	0	1	0	0	5
Gm4349	7	3	2	6	2	2
Arnt	2334	2273	1906	1952	2825	2220
Ctsk	866	1033	1027	136	318	260
Ctss	1811	1787	1435	440	538	550
Hormad1	0	0	0	0	0	0
Golph3l	2665	2139	2037	2016	2357	2227
Ensa	2303	2524	2046	2154	2825	2617
NA	3	9	3	10	9	12
Mcl1	5176	5091	4266	3181	3614	3594
Adamtsl4	630	619	465	139	214	294
Ecm1	2297	2017	1740	550	750	765
Tars2	586	652	486	616	712	891
Rprd2	1881	1829	1525	1804	2528	2310
Prpf3	598	539	512	637	683	685
Mrps21	695	881	712	763	824	855
C920021L13Rik	27	54	34	10	32	18
Ciart	63	38	33	18	36	25
BC028528	62	98	69	10	30	10
Aph1a	1946	1844	1644	1547	1827	1746
Car14	103	144	113	19	32	30
Anp32e	1698	1588	1357	1732	1900	1838
Gm9054	7	14	8	5	11	5
Plekho1	1606	1856	1307	256	453	359
Vps45	488	552	418	575	680	706
Otud7b	2635	2849	2148	3432	4639	3823
Mtmr11	572	462	525	135	174	161
Gm17690	100	120	115	65	156	95
Sf3b4	1323	1381	1098	2065	2246	2218
Sv2a	234	371	303	73	153	99
Bola1	297	395	328	723	839	771
H2ac21	4	5	0	1	4	3
H2ac20	2	1	1	1	0	0
H2bc21	345	371	285	229	397	293
H3c15	98	129	93	136	131	163
H2ac19	26	35	34	25	53	54
H2ac18	58	84	67	90	109	141
H3c14	289	293	234	313	344	468
H4c14	8	11	14	6	15	13
H3c13	1	1	0	0	0	2
H2bc18	0	2	0	0	1	0
Fcgr1	317	333	292	99	99	58
Platr30	0	0	0	0	0	0
Rnu1b1	0	0	0	0	0	0
Rnu1b2	0	0	0	0	0	0
Gm17575	0	0	0	0	0	0
Terc	7	10	3	1	7	8
BC107364	3	1	7	1	3	6
Rnu1b6	0	0	0	0	0	0
NA	19	26	8	42	191	99
Hjv	1	1	3	0	1	0
Gm15441	22	19	27	20	35	20
Txnip	13436	15287	13970	7080	16150	12088
Polr3gl	734	895	693	387	656	468
Ankrd34a	42	52	32	11	15	16
Lix1l	2440	2627	1808	844	1218	1032
6330549D23Rik	27	28	20	60	72	78
Rbm8a	1073	1069	854	1278	1487	1428
Pex11b	584	703	581	647	809	756
Itga10	298	453	289	122	229	185
Ankrd35	201	330	192	725	1269	842
Pias3	1178	1355	987	1028	1340	1191
Nudt17	38	32	34	39	43	31
Polr3c	688	747	622	668	958	777
Rnf115	917	833	723	794	881	851
Cd160	3	8	0	2	5	3
4930442L01Rik	0	0	0	0	0	0
Pdzk1	153	159	131	251	204	189
Gpr89	535	591	518	710	763	743
Gja8	6	3	2	4	4	2
Gja5	162	146	118	38	36	28
Acp6	600	658	577	377	675	649
Bcl9	5350	4921	4016	3625	5933	3962
Gm17608	49	48	47	17	30	29
Or13l2	0	0	0	0	0	0
Chd1l	417	510	381	986	1317	1167
Fmo5	769	850	557	827	1757	1132
Prkab2	712	815	600	310	476	447
Pde4dip	3343	2920	2791	2973	2993	3193
NA	0	0	0	0	0	0
Sec22b	2299	2238	1927	2532	2232	2185
Gm5544	1	7	1	0	1	0
Notch2	6327	8438	5804	9735	13255	10980
Adam30	1	0	2	2	0	2
Reg4	2	0	0	0	0	0
Hmgcs2	3456	3403	2725	761	2233	1326
Phgdh	289	425	301	494	1062	926
Zfp697	155	131	96	113	130	92
Hsd3b9	0	0	0	1	1	0
Hsd3b4	0	0	0	0	0	0
Hsd3b8	0	0	0	0	0	0
Gm5853	2	1	1	0	3	3
Hsd3b5	0	0	0	0	0	0
Hsd3b2	2	12	5	4	32	39
Hsd3b3	0	2	0	2	5	2
Hsd3b6	0	1	0	1	0	1
Hsd3b1	4	16	4	10	6	1
Hao2	0	1	0	0	0	0
Wars2	404	386	337	584	804	600
Tbx15	5	16	8	8	4	6
Spag17	351	564	285	2855	4713	3373
Spag17os	0	0	0	5	6	2
Wdr3	695	658	653	673	803	815
Gdap2	464	458	315	336	360	416
4930406D18Rik	0	0	1	0	0	0
Tent5c	467	585	462	516	716	574
Man1a2	3360	3580	2675	3808	4772	4775
Vtcn1	4276	4371	4092	2753	2959	3338
Trim45	399	440	343	320	368	354
Ttf2	323	407	302	441	511	429
Cd101	17	17	20	1	12	8
Ptgfrn	6261	7570	5947	6545	7382	7766
Cd2	35	23	13	14	3	13
Igsf3	1945	2113	1719	1237	1802	1631
Atp1a1	46430	52370	47760	63239	71057	72125
Mab21l3	2742	1807	1747	15	35	23
Slc22a15	556	623	512	606	828	780
Nhlh2	0	0	0	0	0	0
Casq2	70	33	29	33	34	28
Vangl1	1245	1428	1129	1952	2706	2386
A230001M10Rik	3	4	7	0	5	5
Ngf	85	82	79	7	12	9
Tspan2os	0	2	4	1	5	1
Tspan2	1893	1998	1247	1102	1682	1438
Tshb	3	10	6	4	4	4
Sycp1	10	2	4	2	6	9
Nr1h5	5	14	8	22	36	25
Sike1	934	1220	970	982	1231	1198
Csde1	9655	9464	7899	7671	9333	8978
Nras	1688	1799	1418	2126	2766	2487
Ampd1	0	0	2	12	16	10
Dennd2c	185	193	151	78	115	102
Bcas2	1190	1384	1158	1158	1366	1300
Trim33	1949	2145	1590	2570	3741	3306
Syt6	402	249	259	293	136	142
Olfml3	1597	2739	1294	5155	9846	7829
Hipk1	14138	14108	11097	27420	34396	29714
Dclre1b	588	644	486	657	718	737
Gm15471	17	31	13	7	6	5
Ap4b1	818	856	670	759	1030	916
Bcl2l15	621	234	255	34	29	31
Ptpn22	4242	4454	4008	2035	2056	2724
Rsbn1	1860	2214	1741	2559	3303	3274
Phtf1os	34	42	39	24	53	33
Phtf1	998	1328	937	3586	4764	4240
Magi3	1894	1941	1762	2169	2598	2261
Gm5546	6	3	1	2	10	5
Lrig2	1000	1181	864	807	1196	957
Slc16a1	1785	2012	1803	3240	2422	2798
Gm6485	132	167	121	126	200	165
Tafa3	12	11	5	5	7	4
Ppm1j	174	122	93	20	43	35
Rhoc	5398	5111	4240	2833	2579	2853
Mov10	1255	1231	938	1066	1815	1479
NA	0	0	1	0	1	0
Capza1	1943	1849	1518	1320	1428	1438
St7l	518	555	500	509	519	611
Wnt2b	1493	1724	1609	577	895	465
Cttnbp2nl	3968	3804	3258	1580	1387	1576
4930564D02Rik	1	0	0	0	0	0
Kcnd3os	41	76	62	8	21	12
Kcnd3	3537	3701	2881	725	1222	908
Ddx20	532	609	498	998	1333	1178
Inka2	387	415	259	378	580	576
Rap1a	1421	1613	1360	1344	1319	1451
Gm5547	2	4	3	3	8	9
Adora3	8	4	3	2	2	9
I830077J02Rik	30	23	13	6	13	7
Atp5pb	4321	4696	4003	4685	5380	5661
Wdr77	4536	5626	4464	6284	7308	7344
Ovgp1	479482	647608	543988	489125	641640	669032
Pifo	387	686	444	2489	3376	3046
Chil5	50	34	25	40	98	55
Chia1	81	154	91	459	843	624
Chil3	83	29	73	16	14	9
Chil4	40	48	52	24	5	2
Chil6	6	14	5	6	9	4
2010016I18Rik	38	43	28	21	40	29
Dennd2d	703	669	540	1086	1019	1029
Cept1	1250	1294	988	1401	1781	1754
Dram2	1602	1453	1288	924	1302	1255
Lrif1	691	705	490	725	1155	748
Cd53	824	1015	756	1694	2275	2379
Or11i1	3	7	2	82	126	101
Kcna3	19	9	16	9	6	1
AI504432	70	33	19	27	14	18
A930002I21Rik	0	0	0	0	0	0
Kcna2	336	864	487	631	1408	633
Kcna10	0	2	0	0	0	0
Cym	1	0	0	0	5	1
A630076J17Rik	3	4	2	6	9	10
Prok1	0	3	1	0	0	0
Lamtor5	680	857	731	669	877	831
Slc16a4	180	299	184	199	480	325
Rbm15	453	480	387	525	573	616
Kcnc4	104	78	85	14	14	10
Slc6a17	1021	1421	1157	807	1051	987
Ubl4b	0	0	0	0	0	0
Alx3	1	5	3	32	16	23
Strip1	1637	1666	1371	1172	1205	1373
Ahcyl1	5403	5827	4932	4356	5431	5268
Csf1	1682	1354	900	704	556	404
Gm5075	5	8	3	0	6	5
Eps8l3	1	0	1	0	3	0
Gm10667	1	0	1	0	3	0
4933431E20Rik	280	485	273	485	810	660
Gstm5	937	1063	915	854	876	762
Gstm7	894	1078	993	499	622	680
Gstm6	104	148	134	113	92	128
Gstm3	2	8	4	4	13	3
Gstm2	9194	11155	9047	20352	29735	28878
Gstm1	12017	15445	12467	19012	27693	25182
Gstm4	319	355	267	332	551	412
Ampd2	1530	1575	1404	1269	1022	1114
Gnat2	68	106	77	57	97	81
Gnai3	3735	3570	3110	3811	3966	4083
Gpr61	4	0	2	0	2	6
Amigo1	563	712	563	556	881	614
Cyb561d1	413	546	426	373	515	430
Atxn7l2	210	272	231	149	225	172
Sypl2	7	5	4	0	2	0
Psma5	1256	1427	1221	1294	1393	1387
Sort1	4956	5853	4475	5857	8982	7454
Gm19343	1	2	2	0	5	3
Mybphl	0	0	0	0	0	0
Gm12522	6	8	3	0	8	1
Psrc1	48	38	45	69	129	64
Celsr2	4202	5503	4202	4898	5840	5235
Sars	3456	3451	3101	2389	2399	2492
Elapor1	1025	2318	1945	1867	3085	2805
Cfap276	57	112	76	486	897	670
Scarna2	1	3	10	3	7	4
Tmem167b	2643	2750	2452	2363	2476	2378
Taf13	532	508	461	315	354	424
Wdr47	792	826	662	1416	1839	1527
NA	0	0	0	0	0	0
Clcc1	892	962	851	912	1240	1073
Gpsm2	862	988	814	264	453	488
Aknad1	10	24	8	3	4	5
Stxbp3	1535	1459	1276	1468	1579	1831
Fndc7	13061	18463	13401	18894	27281	24523
Prpf38b	3598	3867	3362	2947	3643	3502
Henmt1	57	75	37	57	92	70
Eeig2	2867	2737	2448	1561	2140	2133
Slc25a54	0	1	1	0	0	1
NA	106	122	117	32	98	55
Slc25a24	2871	2434	2230	1436	1246	1640
Vav3	525	553	617	126	111	179
Ntng1	186	237	183	232	241	412
Prmt6	421	502	487	486	483	491
Gm6602	0	0	0	0	0	0
Amy2b	0	0	0	0	0	0
NA	0	0	0	0	0	0
Amy2a5	0	0	0	0	0	0
Amy2a4	0	0	0	0	0	0
NA	0	0	0	0	0	0
Amy2a3	0	0	0	0	0	0
NA	0	0	0	0	0	0
Amy2a2	0	0	0	0	0	0
NA	0	0	0	0	0	0
Amy2a1	0	0	0	0	0	0
Amy1	111	192	140	169	345	225
Rnpc3	791	977	741	609	974	810
NA	0	2	1	0	2	3
Col11a1	76	95	59	37	125	103
Olfm3	0	0	0	0	0	0
S1pr1	488	472	458	94	136	96
A930005H10Rik	58	96	101	67	118	77
Dph5	116	171	104	167	206	205
Slc30a7	2434	2156	1810	2261	1725	1866
Extl2	502	580	465	534	814	665
Vcam1	630	390	270	108	130	66
Gpr88	228	333	201	38	63	33
Cdc14a	568	978	626	5008	7903	5871
Rtca	571	659	540	918	1050	1051
Dbt	1485	1715	1459	1669	1749	1979
Lrrc39	36	43	31	27	44	39
Trmt13	93	116	110	69	148	85
Sass6	170	197	119	329	548	444
Mfsd14a	1758	1804	1632	2017	2616	2627
Slc35a3	1535	1754	1455	2097	2870	2885
Agl	1523	1329	1044	796	1276	1120
Frrs1	310	275	245	227	359	380
Palmd	542	666	518	450	378	631
4930455H04Rik	0	0	1	0	1	0
1700061I17Rik	1	1	1	0	0	0
Plppr4	61	140	86	140	83	139
Plppr5	37	68	50	111	58	91
Snx7	654	863	683	479	366	597
Mir137	0	0	0	0	0	0
Gm9916	0	0	0	0	0	0
Dpyd	857	714	604	156	240	178
Ptbp2	628	840	571	360	705	412
NA	2	1	1	0	1	3
Rwdd3	70	117	70	214	368	300
Tlcd4	998	1084	903	1502	1084	1300
Alg14	431	528	473	577	582	596
Cnn3	7557	8365	7309	4085	3364	3718
Slc44a3	565	652	749	946	1242	1173
A530020G20Rik	624	929	929	33	93	64
A730020M07Rik	21	24	13	4	22	9
4930432M17Rik	0	1	0	0	0	1
F3	4242	2541	2637	1386	2514	1648
Abcd3	3635	5255	4133	6779	7117	9154
Arhgap29	3853	4035	3435	2579	4537	3309
Abca4	178	323	258	138	387	198
Gclm	1230	1145	925	1510	2061	1676
Gm17494	34	48	33	52	42	56
Dnttip2	923	877	805	912	1036	993
Mir760	0	2	1	7	5	3
Gm4610	0	1	0	0	0	0
Bcar3	505	714	543	187	205	123
Fnbp1l	3158	3114	2484	2055	2907	2518
Pde5a	3194	3111	2248	197	550	399
4930447N08Rik	0	0	0	0	0	0
4933405D12Rik	5	13	18	9	34	11
Fabp2	0	0	0	0	5	3
NA	0	0	0	0	0	0
1810037I17Rik	40	48	37	39	46	47
Usp53	946	1047	925	652	691	622
Myoz2	3	3	5	1	2	0
Synpo2	3463	3710	2212	1080	3059	2048
Sec24d	5302	4642	3821	6821	6302	5965
Mettl14	532	601	445	541	703	641
Prss12	112	123	139	86	124	73
Snhg8	292	404	376	166	239	226
Snora24	0	0	0	0	0	0
Ndst3	48	85	52	7	14	15
Gm9372	0	0	0	0	0	0
Tram1l1	28	17	6	14	16	8
1700006A11Rik	0	0	0	0	0	0
1700003H04Rik	0	0	0	0	0	0
Ndst4	60	91	108	63	66	87
Ugt8a	3	19	8	410	435	411
Arsj	308	383	240	114	100	97
NA	3	16	17	4	3	6
Camk2d	3621	3731	2793	2984	3718	3398
Ank2	724	777	553	152	418	306
Gm16958	0	0	1	1	0	0
NA	14	16	10	6	14	8
Larp7	498	602	439	626	865	751
Mir302b	0	0	0	3	1	0
Mir302c	0	0	0	0	0	0
Mir302a	0	0	0	0	0	0
Mir302d	0	0	0	0	0	0
Mir367	0	0	0	0	0	0
Zgrf1	73	94	68	96	163	127
Neurog2	0	0	0	0	0	0
Alpk1	408	370	288	156	135	142
Tifa	300	321	348	135	162	149
Ap1ar	1113	1404	1253	1206	1330	1359
Fam241a	209	209	149	177	233	216
9830132P13Rik	0	1	0	0	0	1
Gm10650	0	0	0	0	0	0
D030025E07Rik	0	0	0	0	0	0
Pitx2	0	11	0	5	34	7
Enpep	722	835	734	193	395	272
Pou5f1-rs4	0	0	0	0	0	0
Elovl6	373	351	383	272	206	425
Egf	25	31	22	16	52	25
6330410L21Rik	0	0	0	0	1	0
Lrit3	2	1	2	2	1	0
Rrh	2	1	2	2	0	0
Gar1	252	259	232	330	367	331
Cfi	2554	2780	2496	1841	2024	2278
Pla2g12a	1428	1702	1610	1278	1531	1729
Casp6	1225	1454	1241	1333	1909	1710
Mcub	474	338	312	364	153	272
Sec24b	4119	4558	3595	4793	5236	5190
Col25a1	136	357	129	1929	2169	3218
Etnppl	1	0	1	1	0	2
Ostc	2449	2436	2275	2773	2290	3219
NA	0	0	0	0	0	0
Rpl34	4946	5585	5410	2836	3700	3616
Lef1	38	62	34	20	37	34
Hadh	1234	1493	1189	1573	2532	2143
Cyp2u1	11	20	11	29	39	41
4930534D22Rik	0	0	0	0	1	1
Sgms2	5796	6173	6116	3791	5400	5094
Papss1	2087	2416	1715	3876	4510	3488
NA	0	0	0	0	0	0
Dkk2	530	940	728	49	110	108
Gimd1	0	0	0	0	0	0
Aimp1	917	1038	1006	620	811	709
NA	0	0	0	0	0	0
Tbck	497	545	441	437	607	549
Npnt	2490	3134	1920	765	2874	1693
Gstcd	233	249	238	408	413	385
Ints12	592	579	498	486	636	596
Arhgef38	67	91	76	162	228	271
Ppa2	581	741	599	644	896	772
Tet2	1432	1585	1089	558	977	752
Cxxc4	42	96	48	238	512	310
Mir1895	0	0	0	0	0	0
4930539C22Rik	0	0	0	0	0	0
Tacr3	3	1	1	2	3	4
Cenpe	127	138	93	126	216	121
Bdh2	325	415	374	44	76	53
Slc9b2	16	12	22	8	15	1
Slc9b1	2	0	1	5	8	2
Cisd2	909	1147	867	1362	1500	1572
4930539J05Rik	96	110	121	74	168	131
Ube2d3	6858	6793	5889	6933	7849	8089
Manba	1258	1551	1194	1760	2315	2095
NA	50	77	52	50	63	62
Nfkb1	2655	2299	1741	2190	2877	2299
Gm9799	0	0	0	0	0	0
Slc39a8	2852	2271	2204	497	300	350
4933401H06Rik	0	0	0	0	0	0
Gm16500	0	0	0	0	0	0
Bank1	31	32	22	2	12	9
1700030L20Rik	0	0	0	0	0	0
Ppp3ca	1512	1516	1314	1302	1707	1612
Emcn	659	671	506	95	196	168
Gm4861	0	1	0	0	0	0
Ddit4l	486	454	430	1147	1475	1245
H2az1	1349	1321	1173	1110	1373	1255
NA	2	4	1	1	2	1
Dnajb14	282	314	260	411	409	413
Lamtor3	891	971	790	788	893	925
Dapp1	1182	999	824	1043	1171	1107
NA	1	0	4	1	0	2
Gm5105	34	38	40	10	13	7
Mttp	246	349	286	498	896	670
Trmt10a	227	241	221	237	246	254
4930579F01Rik	3	5	2	0	6	5
0610031O16Rik	13	24	20	15	20	28
Adh7	372	594	499	1236	1148	1912
Adh1	3143	4136	3952	5957	13646	17195
Adh6a	1	1	0	0	0	0
Adh6b	1	3	2	0	0	0
Adh6-ps1	0	0	0	0	1	0
Adh4	0	0	0	0	1	0
Adh5	2253	2372	2089	1864	2208	2069
Metap1	1803	1857	1748	1559	1485	1799
Eif4e	1587	1685	1446	1968	1673	2018
Mir1956	2	2	1	1	2	2
4930425O10Rik	1	2	1	1	1	0
Tspan5	1520	1842	1461	835	1301	1170
Rap1gds1	1800	1931	1520	2057	1924	2393
Gm4862	0	0	0	0	0	0
Stpg2	0	8	5	4	18	15
Pdha2	0	0	0	0	0	0
Unc5c	78	63	89	12	21	19
Bmpr1b	2373	3507	2845	2754	3563	3749
Pdlim5	4343	4370	3473	6001	7537	6415
Gbp5	968	638	273	105	138	58
Gbp7	1668	1770	1007	501	730	432
Gbp3	2368	2484	1393	666	1072	388
Gbp2b	9	8	7	0	2	3
Gbp2	4473	2812	1803	1324	1177	667
Kyat3	510	494	420	469	632	498
Gtf2b	1027	1073	1047	1265	2092	1599
Pkn2	2834	2777	2346	2322	3158	3032
9530052C20Rik	17	32	32	42	60	39
A830019L24Rik	0	0	0	0	0	0
Gm6260	0	0	0	0	0	0
Lmo4	1613	1540	1270	888	862	982
NA	11	13	8	16	24	15
Hs2st1	1455	1687	1371	1968	2447	2157
Selenof	5747	6687	5771	5809	6378	6938
Sh3glb1	2977	2658	2135	2826	3612	3088
Clca3a1	259	183	161	106	66	49
Clca3a2	645	115	162	8	10	3
Clca3b	115	26	86	38	94	107
Clca4c-ps	0	1	0	0	0	0
Clca4b	0	0	0	0	0	0
Gm16233	0	0	0	0	0	0
Clca4a	0	0	0	2	0	0
Clca1	8261	4387	2444	2	6	2
Clca2	16	42	21	3	4	2
Odf2l	565	685	553	1215	1969	1497
Col24a1	66	100	80	10	23	11
Znhit6	355	383	282	316	352	321
Ccn1	1038	1162	789	985	409	364
Gm17501	59	113	75	15	35	26
Ddah1	746	1035	696	2186	725	1125
NA	0	0	0	0	1	0
Bcl10	1183	1210	1038	879	977	900
2410004B18Rik	285	311	258	262	280	283
Syde2	275	330	212	385	431	358
Dnai3	441	774	399	3761	6143	4348
Mcoln3	8	7	10	17	15	18
Mcoln2	193	237	249	276	201	253
Lpar3	1720	2067	1845	2053	2354	2600
Gm10636	3	0	0	0	0	1
Ssx2ip	817	1025	809	1525	1916	1828
Ctbs	407	467	407	333	413	391
Spata1	81	75	67	46	127	93
Gng5	3321	3391	3157	2659	2870	2989
Rpf1	558	610	501	642	673	597
Dnase2b	20	9	2	5	3	3
Uox	5413	3341	3354	1133	1636	1255
Gm16325	24	21	21	4	8	12
Samd13	2	4	4	9	11	10
Prkacb	2588	3044	2167	2354	3600	2961
Ttll7	327	362	285	216	252	262
Adgrl2	3419	3653	3197	1094	1718	1589
Gm10287	0	2	0	0	0	0
Gm1653	5	6	7	0	0	0
Mir3963	0	0	0	0	0	0
4930555A03Rik	0	1	3	2	0	0
Adgrl4	375	377	262	72	151	140
Ifi44	2670	2069	1269	370	369	159
Ifi44l	2	4	4	6	16	4
Ptgfr	767	930	786	41	132	83
Gipc2	41	53	35	84	44	66
Dnajb4	1336	1134	1016	1170	1175	1233
Fubp1	2910	3183	2628	2854	3354	3284
Nexn	680	845	481	176	325	242
Miga1	720	792	641	1424	1924	1783
Usp33	1636	1811	1440	1758	2205	1983
Zzz3	1787	1992	1526	2023	2636	2391
Ak5	55	42	48	10	19	14
AI115009	1	3	1	0	0	0
Pigk	972	1243	985	1447	1676	1659
St6galnac5	39	54	63	24	77	40
St6galnac3	77	97	72	22	68	35
NA	1	0	2	3	6	2
5730460C07Rik	0	0	0	0	0	0
Asb17	0	1	0	1	1	0
Asb17os	0	1	0	0	0	0
Msh4	0	3	0	1	5	1
Rabggtb	1205	1254	1076	903	1011	1030
Snord45b	6	3	4	6	2	0
Snord45c	0	0	0	0	0	0
Acadm	1727	1691	1487	1225	1804	1622
Slc44a5	43	98	49	43	111	73
Lhx8	15	1	1	1	0	2
AI606473	12	0	1	2	0	0
Tyw3	117	127	119	154	211	151
Cryz	461	443	479	387	706	578
Erich3	165	315	121	1442	2174	1532
Tnni3k	0	0	0	0	0	0
Fpgt	772	676	673	573	724	698
Lrriq3	28	46	26	94	181	117
9330178D15Rik	0	0	0	0	0	0
4930570G19Rik	10	16	13	10	36	29
Negr1	142	144	159	81	175	126
Gm15577	1	1	0	3	4	0
Zranb2	1959	2221	1855	1823	2118	2036
Mir186	24	29	26	5	21	14
Ptger3	276	142	125	18	29	24
Cth	81	118	84	83	123	102
Ankrd13c	1449	1547	1253	1760	1911	2041
Srsf11	3297	3720	2948	2128	3115	2564
Lrrc40	739	760	553	521	766	596
Lrrc7	1	8	0	80	182	104
Gm20752	5	1	2	0	0	0
Depdc1a	15	34	19	31	42	31
Rpe65	1	0	0	1	3	2
Wls	8096	7788	7129	3720	4795	4325
Vmn1r2	0	0	0	0	0	0
Vmn1r3	0	0	0	0	0	0
NA	5	7	4	1	1	2
Gm11787	3	4	1	6	4	1
Mir3471-2	0	1	0	0	0	0
Tmem68	523	607	500	521	500	627
Tgs1	734	668	573	713	820	763
