GeneID	Bulk RNA-seq IU_1.5preg_n1	Bulk RNA-seq IU_1.5preg_n2	Bulk RNA-seq IU_1.5preg_n3	Bulk RNA-seq IA_1.5preg_n1	Bulk RNA-seq IA_1.5preg_n2	Bulk RNA-seq IA_1.5preg_n3
Pamr1	2732	940	1334	1447	175	660
Slc1a2	109	80	91	56	42	54
Cd44	2795	1778	1880	7913	5268	7647
Pdhx	972	867	897	526	448	592
Apip	867	829	807	633	477	678
Ehf	32202	29401	27023	27468	19116	30826
A930006I01Rik	9	5	2	4	6	13
Elf5	874	900	917	358	326	614
Cat	5308	5215	4032	7178	5354	8438
NA	0	0	0	0	0	0
Abtb2	1320	1257	896	546	219	358
Nat10	2055	1621	1394	2139	1560	2118
Caprin1	20015	16516	14011	14824	11259	16092
4930547E08Rik	11	4	8	21	27	32
Lmo2	1468	980	910	597	298	536
4931422A03Rik	44	40	29	35	27	25
Fbxo3	4694	4092	3450	4210	2908	4644
Gm10912	4	0	2	9	0	1
Cd59b	216	189	226	164	86	211
Cd59a	1992	1769	1633	1027	717	1251
A930018P22Rik	6	0	4	4	4	1
D430041D05Rik	2171	1220	1545	107	36	98
Hipk3	14601	14147	11064	29212	22024	31161
Mir1902	0	0	0	0	0	0
Gm13884	0	0	1	2	0	0
Platr14	68	12	32	37	24	116
Cstf3	2135	1973	1670	1745	1111	1729
Tcp11l1	373	280	263	234	88	163
Pin1rt1	0	2	1	0	3	0
Depdc7	169	121	111	71	16	29
Qser1	3509	2743	2222	4523	3047	4580
Prrg4	484	523	384	3005	2201	3088
Ccdc73	107	101	103	226	141	163
Eif3m	5716	5133	4705	4608	3604	5899
Wt1os	399	302	271	1327	881	1127
Wt1	9490	8123	7744	27946	23084	31370
Them7	98	70	88	104	38	118
Rcn1	11361	11291	10128	10880	9282	12721
NA	1	0	0	0	0	4
Pax6os1	0	1	0	0	0	0
Pax6	2	14	1	10	3	4
NA	1	0	1	0	0	0
Elp4	1166	874	736	868	708	1051
Immp1l	1100	985	910	1059	714	1583
Dnajc24	537	482	465	600	378	573
Gm9342	392	373	250	3529	2131	2780
Gm14015	0	2	0	24	12	21
Mpped2	581	579	502	180	97	213
C130023O10Rik	2	0	0	0	0	0
Gm16488	9	22	17	5	2	0
Arl14ep	2226	1885	1595	2003	1502	2116
Fshb	0	0	0	0	0	0
Kcna4	14	9	10	0	2	2
Mettl15	399	336	321	611	497	655
Kif18a	156	89	93	143	77	192
Bdnf	4	2	6	7	4	2
Lin7c	6824	6636	5520	7536	6098	8507
Platr8	0	0	0	0	0	5
Lgr4	8770	8840	7918	13600	10326	15642
Ccdc34	1156	1018	1083	3679	3038	4356
Ccdc34os	0	1	0	2	4	5
Bbox1	748	714	762	6547	5930	9299
Fibin	752	414	400	223	72	126
Slc5a12	0	4	0	0	0	2
Ano3	21	5	10	47	101	61
Muc15	0	0	0	0	0	0
NA	0	0	0	0	0	0
NA	0	0	0	0	0	0
Potefam1	0	0	0	0	0	0
Or4f52	0	0	0	0	0	0
Or4f53	0	0	0	0	0	0
Or4k35	0	0	0	0	0	0
Or4f54	0	0	0	0	0	0
Or4g16	0	0	0	0	0	0
Or4k36	0	0	0	0	0	0
Or4k37	0	0	0	0	0	0
Or4k38	0	0	0	0	0	0
Or4k77	0	0	0	0	0	0
Or4g17	0	0	0	0	0	0
Olfr1285	0	0	0	0	0	0
Or4k40	0	0	0	0	0	0
Or4k41	0	0	0	0	0	0
Or4g7	0	0	0	0	0	0
Or4f4b	0	0	0	0	0	0
Or4k42	0	0	0	0	0	0
Or4k44	0	0	0	0	0	0
Or4k45	0	0	0	0	0	0
Or4k47	0	0	0	0	0	0
Or4k48	0	0	0	0	0	0
Or4k49	0	0	0	0	0	0
Or4k50-ps1	0	0	0	0	0	0
Or4k51	0	0	0	0	0	0
Or4k52	0	0	0	0	0	0
Or4f7	0	0	0	0	0	0
Or4f7d-ps1	0	0	0	0	0	0
Or4f56	0	0	0	0	0	0
Or4f14	0	0	0	0	0	0
Or4f14b	0	0	0	0	0	0
Or4f57	0	0	0	0	0	0
Or4f15	0	0	0	0	0	0
Or4f6	0	0	0	0	0	0
Or4f58	0	0	0	0	0	0
Or4f59	0	0	0	0	0	0
Or4f60	0	0	0	0	0	0
Or4f61	0	0	0	0	2	0
Or4f14d	0	0	0	0	0	0
Or4f47	0	0	0	0	0	0
Or4f62	1	0	0	6	11	0
Lpcat4	1521	1453	1157	2100	1808	2406
Nutm1	3	1	0	2	0	0
Nop10	1931	1663	1619	1264	1114	1479
Slc12a6	4386	3931	2843	5184	3242	4970
Emc4	1769	1887	1469	1622	1284	1816
Katnbl1	993	1096	950	882	711	1047
Emc7	2395	2841	2225	1528	1082	1834
Chrm5	4	25	3	0	0	0
Aven	684	637	441	569	442	494
Gm20325	0	0	0	3	0	0
Ryr3	1758	1617	847	969	506	598
Tmco5b	0	0	0	0	0	0
Fmn1	772	755	647	936	594	936
4930533B01Rik	0	5	3	0	0	0
Grem1	182	47	100	0	6	5
NA	0	0	0	0	0	0
Scg5	99	99	83	63	22	67
Arhgap11a	321	247	303	484	211	402
Gm21596	81	106	42	98	94	137
Gjd2	0	0	0	0	0	0
A530058N18Rik	0	0	0	0	0	0
Actc1	10	3	4	6	6	0
C130080G10Rik	0	0	0	0	0	0
Aqr	4566	3649	3251	3961	2989	4301
Zfp770	915	695	708	745	490	748
Dph6	1780	1707	1455	3114	2667	3533
4930528P14Rik	0	0	0	0	0	0
3110099E03Rik	9	2	4	4	2	2
Cdin1	787	705	584	583	385	643
Mir1951	0	0	0	0	0	0
Meis2	11090	8831	7911	11101	8990	12933
2700033N17Rik	504	421	343	755	446	628
NA	146	142	69	313	158	183
2810405F15Rik	62	63	61	121	62	81
Tmco5	0	0	2	0	0	1
D330050G23Rik	23	5	8	40	26	32
NA	0	3	0	0	0	0
Spred1	2678	2364	2029	3933	2710	3780
Mir674	0	0	0	0	0	0
Fam98b	2451	1920	1784	3016	2542	3594
Rasgrp1	175	396	168	48	14	12
Gm13985	0	0	0	0	0	0
4930412B13Rik	0	0	0	1	3	1
Thbs1	4884	3778	3226	6364	5295	6343
Fsip1	345	375	435	2488	2396	3544
Gpr176	122	55	83	110	26	49
1700054M17Rik	0	0	0	0	0	0
Eif2ak4	2034	1989	1636	1388	967	1242
Srp14	3237	3168	2555	2795	2200	2993
Bmf	3625	2648	2146	3488	1773	3033
Bub1b	746	326	477	854	314	784
Pak6	119	109	99	64	31	59
Ankrd63	51	13	23	16	11	10
Plcb2	377	250	211	148	56	79
Inafm2	3023	2098	1849	1047	820	926
Ccdc9b	1689	1373	1053	923	578	657
Phgr1	0	0	0	0	0	0
Disp2	455	302	222	12	4	18
Knstrn	256	129	204	340	42	262
Ivd	4411	4438	3503	3735	2134	3431
Bahd1	2898	2319	1937	3950	2399	3597
Chst14	903	736	712	534	345	594
Ccdc32	1108	979	938	921	738	1000
Rpusd2	332	234	236	242	209	254
Knl1	124	46	85	137	20	104
Rad51	151	89	118	185	64	132
Rmdn3	1592	1264	1156	1902	1633	2358
Gchfr	29	11	24	39	36	56
Dnajc17	547	507	453	412	341	500
Gm14137	135	156	77	94	60	75
Zfyve19	1420	1290	1175	1370	871	1233
Ppp1r14d	283	316	277	154	130	179
Spint1	6278	7026	5470	6270	4958	7477
Rhov	246	378	285	318	248	382
NA	6	1	1	4	1	0
Vps18	1958	1828	1501	2122	1660	2226
Gm14207	111	89	94	103	48	66
Dll4	818	658	474	609	399	480
NA	0	0	0	0	0	0
Chac1	149	171	77	308	313	272
Ino80	2699	2315	1846	2571	1741	2384
Exd1	133	158	122	149	108	185
Chp1	5123	4452	3725	5029	3137	5333
NA	1	3	1	2	0	9
Oip5os1	1919	1746	1456	1962	1422	1821
Oip5	68	37	39	64	20	45
Nusap1	331	124	169	289	58	230
Ndufaf1	817	752	619	632	428	702
H3f3c	403	442	340	452	367	377
Rtf1	3745	3407	2643	2920	1981	2840
Itpka	129	123	113	798	838	939
Ltk	120	144	69	422	315	371
Rpap1	2619	2467	1957	2647	1978	2728
Tyro3	4197	5033	3741	5740	3873	7004
Mga	7637	6571	5229	7607	4835	7173
Mapkbp1	3520	3006	2554	10150	7131	9122
Jmjd7	361	418	328	382	281	403
Pla2g4b	583	417	285	591	265	342
Sptbn5	91	58	58	70	67	65
Ehd4	6422	5407	4616	5222	3725	5194
Pla2g4e	28	40	19	21	2	7
Pla2g4d	0	0	3	0	0	0
Pla2g4f	60	64	48	170	95	217
Vps39	3972	3417	2915	3962	2776	4114
Tmem87a	3404	3376	2690	2597	1770	2586
Ganc	4895	5013	4627	2347	1715	2579
4931402G19Rik	89	99	75	13	9	11
Capn3	437	324	437	338	130	264
Zfp106	15572	13782	11847	16064	12035	17203
Snap23	3401	2867	2466	2192	1259	2059
Lrrc57	932	860	758	805	532	839
Haus2	1004	904	888	1055	796	1183
Cdan1	1865	1495	1294	1942	1207	1789
Ttbk2	4590	5298	3430	5985	4312	5937
AV039307	52	32	29	49	46	56
Ubr1	4131	3517	2970	4309	2943	4090
Tmem62	577	553	496	836	572	666
Ccndbp1	2319	2073	1746	2444	1705	2767
Epb42	0	3	0	0	0	1
Tgm5	12	0	2	6	2	9
Tgm7	10	4	2	35	13	20
Lcmt2	1102	968	820	942	847	1286
Adal	663	558	499	523	328	420
Zscan29	1678	1367	1147	1924	1265	1734
Tubgcp4	1256	1025	703	1078	680	927
Trp53bp1	6171	4828	4036	7326	5154	6890
Map1a	3101	2709	2229	7596	6197	8911
Ppip5k1	2860	2637	2121	3906	3015	3805
Ckmt1	2169	1606	1896	826	608	1043
Strc	7	4	0	3	4	3
Catsper2	183	173	109	255	117	189
Pdia3	58228	60025	60833	42252	32883	46848
Ell3	128	96	94	128	107	136
Serf2	6576	6001	5784	4236	3054	5015
Serinc4	106	93	43	124	54	88
Hypk	1778	1827	1576	1166	942	1497
Mfap1b	428	411	350	943	484	807
Mfap1a	1389	1161	1092	1634	1169	1872
Wdr76	345	250	215	237	184	290
Frmd5	373	326	366	62	80	83
Golm2	5196	4710	4713	5119	3691	5576
Mageb3	5	5	3	9	5	6
Ctdspl2	2262	1784	1496	1767	1210	1711
Eif3j1	1877	1629	1452	1633	1313	1657
Spg11	3808	3757	2734	3620	2520	3671
Patl2	12	100	39	0	2	0
B2m	35521	38558	27615	6597	3756	6173
Trim69	5	0	1	1	4	1
Terb2	0	0	0	0	0	0
Rps12-ps10	17	10	8	3	7	18
Sord	3150	2523	2625	8283	4797	7980
Duox2	88	66	53	26	15	45
Duoxa2	25	11	26	11	12	4
Duoxa1	3	4	0	2	0	0
Duox1	71	50	55	35	15	18
Shf	429	315	427	545	316	468
Slc28a2	80	67	32	14	7	14
Bambi-ps1	28	12	14	18	10	8
Slc28a2b	6	0	0	0	0	0
Gatm	3543	2819	3097	7159	4618	6399
Spata5l1	436	338	268	463	349	344
AA467197	42	5	4	8	6	1
Mir147	0	0	0	0	0	0
Slc30a4	2914	2936	2432	1775	1143	1636
Bloc1s6	2343	2048	1745	2098	1495	2008
Sqor	3162	2886	2899	5898	4269	7279
4930517E11Rik	0	0	0	0	0	0
4930583P06Rik	0	0	0	0	0	0
Sema6d	2733	2164	1756	4162	3269	4660
Slc24a5	57	61	46	72	80	79
Myef2	1216	880	906	1204	966	1079
NA	0	0	0	0	0	0
Ctxn2	0	3	2	0	0	0
Slc12a1	2	0	0	6	5	6
NA	0	0	0	0	0	0
Dut	696	510	527	632	469	709
Fbn1	7810	5149	4811	2951	808	1824
Cep152	464	313	278	615	435	612
Shc4	120	84	68	176	156	243
Eid1	7140	6372	5528	7214	5292	7589
Secisbp2l	12938	17201	11851	6417	4436	6931
Cops2	6914	5389	5025	6417	4007	7205
Galk2	2489	2345	2163	4268	3646	5507
Fam227b	2	5	1	13	4	4
Fgf7	495	378	300	522	130	156
Dtwd1	495	384	296	551	469	587
Atp8b4	84	65	39	36	13	15
Slc27a2	402	382	330	975	931	1211
Hdc	71344	87009	69499	20951	18915	30294
Gabpb1	1269	926	829	1018	667	1093
Usp8	6222	5156	4317	6827	5201	7309
Usp50	34	40	31	22	12	14
Trpm7	7011	5881	5017	7980	5521	8052
Sppl2a	6757	5644	4889	5141	3563	5418
Ap4e1	1681	1267	1011	1607	979	1323
Blvra	955	836	773	954	772	1160
Ncaph	562	910	511	328	131	251
Itpripl1	2175	5015	2732	640	631	650
1810024B03Rik	24	19	27	45	46	53
Snrnp200	11718	9880	8301	14993	11081	16134
Ciao1	2577	2322	1900	2856	2093	3101
Tmem127	9267	8063	6993	9012	6207	9637
Stard7	5222	4610	3936	3852	2759	4019
Dusp2	124	184	146	22	21	51
Astl	0	0	0	4	0	0
Adra2b	89	40	34	13	2	4
Gpat2	377	293	335	96	34	86
Fahd2a	969	792	703	818	522	901
Kcnip3	2766	1999	1903	267	105	101
Prom2	705	518	612	1239	870	1261
Zfp661	279	248	255	300	211	271
Mrps5	1066	764	758	793	614	820
NA	124	110	68	110	80	126
Mal	2471	2324	2043	765	510	848
Gm10765	0	0	0	0	0	0
Mall	715	431	424	277	148	321
Nphp1	2711	2397	2249	7229	7071	9190
Mtln	786	761	678	699	488	654
Bub1	91	27	67	105	6	64
Acoxl	169	225	164	1457	1125	1472
Gm19501	0	0	0	0	0	0
Bcl2l11	1637	969	791	1551	812	1307
Morrbid	70	48	36	7	8	15
Spdye4c	2	0	0	4	1	0
NA	0	0	0	1	0	0
Anapc1	12334	9830	8913	18417	14019	21200
Mertk	1459	1304	923	624	265	523
Tmem87b	4062	3625	3022	3541	2366	3289
Fbln7	158	109	130	86	21	38
Zc3h8	245	230	241	538	398	574
Zc3h6	1510	1291	983	2214	1872	2172
Vinac1	79	68	37	212	93	202
Gm14022	56	57	52	99	68	90
Ttl	2996	2587	2224	6492	4714	6892
Polr1b	1533	1294	1062	1293	959	1186
Chchd5	955	870	868	1169	772	1539
AI847159	18	9	2	98	81	105
Slc20a1	2082	1686	1491	9762	6420	8976
A730036I17Rik	1	0	0	0	0	0
Ckap2l	364	178	265	911	545	793
Gm14023	56	56	54	119	86	116
Il1a	52	16	18	20	27	9
Il1b	164	83	68	79	35	56
Il1bos	26	31	13	71	30	46
Spcs2-ps	112	90	116	110	64	122
F830045P16Rik	47	45	52	31	24	33
Sirpa	10090	7669	7133	8882	5439	8332
Pdyn	0	1	0	1	7	5
Stk35os1	431	458	338	841	657	847
Stk35	2900	2494	2059	2995	1907	2596
Tgm3	20	13	16	11	4	8
AU015228	6	24	12	0	0	0
Tgm6	0	4	0	1	3	0
Snrpb	6432	5776	4704	4839	4087	5414
Tmc2	2	0	2	4	0	0
Nop56	3228	2521	2258	1719	1538	1800
Snord110	2	0	1	0	0	0
Snord57	2	5	2	5	0	3
Idh3b	8063	6704	6063	6902	4931	8012
Ebf4	1368	1245	812	782	362	486
Cpxm1	2443	1786	1829	710	267	543
1700020A23Rik	2	4	0	4	0	6
Tmem239	6	3	0	3	3	2
Pced1a	1639	1372	1265	1810	1077	1700
Vps16	2924	2392	2091	2580	1814	2684
Ptpra	6911	6407	5302	7585	5702	8371
4930473A02Rik	33	32	28	41	24	30
Mrps26	1734	1692	1405	1499	1322	1702
Oxt	0	0	0	0	0	0
Avp	0	0	0	0	0	0
Ubox5	729	695	565	703	371	626
Fastkd5	489	357	311	356	307	373
Lzts3	12205	8915	8744	1883	1131	1552
Ddrgk1	4866	4738	4301	5805	4094	6175
Itpa	1539	1279	1204	1044	922	1381
NA	0	0	0	0	0	0
Slc4a11	572	581	491	1659	1272	1552
Dnaaf9	5683	5064	3792	11028	7794	11927
Gm14057	13	18	8	43	34	42
A730017L22Rik	326	329	188	328	201	331
Atrn	6043	5532	4541	4909	3536	5033
Gfra4	853	510	532	162	90	129
Adam33	1918	1350	1363	529	359	561
Siglec1	1011	367	512	230	69	181
Hspa12b	961	824	641	327	181	312
Adissp	3021	3163	2449	1821	1207	1943
Spef1	3223	3089	3084	10853	9614	13376
Cenpb	18603	18844	15691	13755	11215	15475
Cdc25b	2477	2225	1791	1078	472	861
Ap5s1	1489	1388	1277	1380	932	1452
Mavs	5414	4260	3634	4071	2699	4111
Pank2	2932	2551	2195	3051	2229	2714
Mir103-2	8	7	5	5	3	2
Rnf24	3990	3891	2896	4295	3208	4499
Smox	7705	12094	8050	5522	4059	6085
Adra1d	84	89	54	44	13	29
5330413P13Rik	273	317	213	2862	2327	3393
Erv3	8	0	8	14	0	6
Prnp	14902	11282	12695	16008	11407	18280
Prnd	171	78	96	107	29	25
Rassf2	10466	7409	6337	2201	677	1056
NA	0	0	0	0	0	0
Slc23a2	2293	1870	1634	5486	3561	4884
Tmem230	1509	1440	1276	2221	1745	2625
Pcna	2745	2240	2067	2398	1780	2391
Cds2	14122	11926	9447	15166	9969	14139
Prokr2	9	20	11	404	333	449
4921508D12Rik	0	0	0	0	0	0
1700026D11Rik	1	0	0	0	0	0
Gm10757	0	0	0	0	0	0
Gpcpd1	13443	14309	10883	4250	2891	4801
AU019990	10	3	6	1	1	2
Shld1	421	329	329	433	310	355
Chgb	9	9	1	10	8	6
Trmt6	1222	1106	1080	1111	868	1362
Mcm8	314	241	199	422	315	414
Crls1	1990	1653	1645	1742	1187	2001
Lrrn4	3559	2496	3664	864	540	1319
Fermt1	6565	5222	4886	7255	6492	8526
Bmp2	343	293	289	326	75	121
Mir3090	0	0	0	0	0	0
Hao1	0	0	0	0	0	0
Tmx4	4537	3978	3805	4110	2989	4311
Plcb1	2569	2062	1673	677	230	376
4930545L23Rik	38	38	23	16	4	16
9630028H03Rik	0	0	2	0	0	2
Plcb4	2597	2090	1903	2123	1507	2305
Lamp5	0	4	0	0	0	0
Pak5	12	10	4	6	0	1
Paral1	0	56	0	0	0	1
Ankef1	160	150	132	942	578	723
Snap25	2	0	0	1	0	2
Mkks	1512	1212	1169	1294	844	1206
Slx4ip	500	450	374	630	408	635
Jag1	13143	12666	11785	6833	4962	6955
Btbd3	4351	3623	3179	2679	2003	2591
Mir1952	0	0	0	0	0	0
Sptlc3	558	1297	703	2541	2168	2970
Ism1	1743	1305	1478	413	296	406
Tasp1	714	660	608	1229	1077	1411
Esf1	1409	1300	1099	1205	1007	1320
Ndufaf5	519	515	408	297	261	332
Sel1l2	64	92	94	6	8	9
Macrod2	984	757	889	339	248	398
Flrt3	637	426	427	1237	1205	1627
Gm19854	0	0	0	0	0	0
Macrod2os2	2	2	0	2	0	2
Kif16b	3544	3333	2756	5447	4418	5817
Snrpb2	2054	1514	1412	1627	1262	1851
Otor	0	0	0	0	0	0
Pcsk2os1	0	3	1	0	0	1
Pcsk2	14	6	9	1	2	2
Pcsk2os2	0	4	2	0	0	0
Bfsp1	58	57	61	60	31	61
NA	2	2	0	0	0	0
Dstn	48190	37311	33224	22234	14292	21918
Rrbp1	24766	20959	18926	16561	10835	15996
Banf2	0	0	0	0	0	0
Gm5535	0	4	1	0	0	0
Snx5	8778	7668	7349	6274	4658	7731
Snord17	9	5	8	13	2	3
Mgme1	745	718	471	669	415	625
Ovol2	265	339	214	650	465	752
Pet117	0	0	0	0	0	0
Kat14	2637	2270	1993	2279	1745	2549
Zfp133-ps	69	66	76	100	47	101
NA	6	2	0	2	0	0
Dzank1	2513	1960	1853	12883	9995	12955
Polr3f	2243	1912	1676	1863	1493	1920
Rbbp9	5432	4859	4193	2101	1473	2275
Sec23b	22844	31056	24742	6593	5929	7527
Smim26	322	325	324	216	184	214
Dtd1	1587	1171	1018	754	650	864
Scp2d1	0	0	0	0	0	0
Slc24a3	12016	5542	5761	4511	3142	3941
Gm14092	0	0	0	2	4	1
BC039771	47	57	43	416	390	408
Rin2	8567	6907	6225	12965	9015	12993
Naa20	1830	1455	1491	1429	1141	1684
Crnkl1	1995	1546	1459	2423	2065	2838
Cfap61	188	277	253	1861	1622	2300
NA	295	299	293	2317	1973	2811
Insm1	4	2	0	37	20	9
Ralgapa2	1592	1503	1288	2191	1502	2247
A930019D19Rik	2	2	0	8	4	10
4933406D12Rik	0	0	0	0	0	0
Kiz	2418	2158	2097	5332	4316	6945
Xrn2	4351	3903	3400	3599	2792	4086
Nkx2-4	0	0	0	0	0	0
Nkx2-2	0	0	0	0	0	0
Nkx2-2os	0	0	0	0	0	0
AI646519	0	0	0	0	0	0
Pax1	0	1	0	0	0	0
A530006G24Rik	0	0	0	0	0	0
Foxa2	377	408	340	5304	4927	6283
Sstr4	43	43	34	18	2	17
Thbd	5408	3822	3100	1424	499	969
Cd93	4148	2552	1955	1471	426	721
Nxt1	647	638	528	687	510	695
Gzf1	2254	2151	1769	2442	1638	2765
Napb	252	223	148	277	167	222
Cstl1	0	0	1	0	0	1
Cst11	2	0	0	6	0	6
Cstdc1	0	0	0	0	0	0
Cst12	0	2	0	1	0	2
Cst8	0	0	0	0	0	0
Cst13	0	0	0	0	0	0
Cst9	0	0	0	0	0	0
Cstdc2	0	0	1	0	0	0
NA	0	0	0	0	0	0
Cst3	9830	7707	7529	8200	4703	7422
Gm14135	0	0	0	0	0	0
Cst10	0	0	0	0	0	0
Gm14133	0	1	0	0	0	0
Syndig1	3191	2300	1831	135	69	122
Zfp120	1131	930	906	1149	686	1160
Gm14139	12	3	8	12	8	13
Zfp937	1016	872	721	853	493	837
NA	2	5	1	6	0	0
Gm14124	2	1	0	2	1	9
3300002I08Rik	56	47	55	72	31	59
Zfp442	213	227	147	232	147	195
Zfp345	25	13	9	12	7	25
Cst7	20	10	4	4	1	4
Apmap	1715	1494	1351	1721	1388	2039
NA	0	0	0	0	0	0
Acss1	2535	2115	2064	2355	1238	2339
E130215H24Rik	19	14	19	22	16	19
Vsx1	0	2	0	2	1	0
Entpd6	3678	3298	3280	1665	1165	1861
Pygb	29929	22583	20715	38479	29609	46131
Abhd12	13168	12261	11962	5127	3818	5579
Gins1	97	115	79	53	40	32
Ninl	1290	1232	1085	1064	792	1337
Nanp	11	7	14	10	24	10
Gm14151	0	0	0	0	0	0
Gm14147	0	0	0	0	0	0
Gm14149	1	0	1	1	0	0
4930442J19Rik	0	0	0	0	0	0
NA	0	0	0	0	0	0
LOC100125594	0	0	0	0	0	0
4921509C19Rik	1	0	0	0	0	0
Nsfl1c	3713	3578	3191	3740	3143	4350
Fkbp1a	14216	11182	10026	8870	7012	10583
Sdcbp2	141	111	64	114	101	157
Snph	872	729	638	278	112	220
Rad21l	0	5	3	0	0	0
Tmem74bos	0	0	0	3	1	2
Tmem74b	25	29	20	38	9	20
Psmf1	3348	2730	2552	7656	6298	10187
4930556L07Rik	0	0	0	0	0	0
Rspo4	0	0	0	0	4	0
Angpt4	162	147	91	7	4	13
Mir1953	1	0	0	0	0	0
Fam110a	969	937	837	775	582	881
Slc52a3	4201	3455	3960	2707	2517	3800
Scrt2	7	8	0	10	14	4
Srxn1	2461	2055	1834	1484	1080	1531
Tcf15	125	227	101	8	0	5
Csnk2a1	6298	5317	4591	5797	3976	6138
Tbc1d20	3335	2702	2541	2640	1792	2768
Rbck1	5733	4969	4046	4659	3178	4602
Trib3	196	133	119	82	59	75
Gm14164	1	3	0	4	0	1
Nrsn2	2	0	3	4	0	1
Sox12	2461	1973	1840	1732	807	1326
Zcchc3	1795	1461	1287	1162	1003	1300
6820408C15Rik	1212	1006	1073	6515	5552	8448
Defb23	30	24	4	210	166	167
Defb20	1	0	0	12	28	14
Defb22	0	0	0	0	0	1
Defb26	0	0	0	0	0	0
Defb28	0	0	0	0	0	0
Defb29	0	5	2	0	0	4
Defb21	0	0	0	0	0	0
Defb19	0	0	0	0	0	0
Defb45	0	0	0	0	0	0
Defb36	0	0	0	0	0	0
Defb25	14	17	5	2	0	0
Rem1	1766	1476	1010	764	263	295
H13	13311	12301	11562	9960	6456	9805
Mcts2	240	239	179	188	142	150
Id1	3438	4517	3565	1580	1311	1498
Cox4i2	84	41	19	22	40	39
Bcl2l1	7431	7455	6339	7631	6927	9537
Tpx2	478	165	278	412	90	295
Mylk2	8	3	0	16	0	11
Foxs1	191	158	126	258	107	293
Dusp15	152	80	87	425	157	333
Ttll9	411	398	321	3047	2913	3766
Pdrg1	3140	2602	2409	2849	2229	3598
Xkr7	0	0	0	0	0	0
Ccm2l	247	221	206	114	39	65
Hck	448	267	261	132	75	127
Tm9sf4	6522	5934	5100	8585	6674	10437
NA	5	3	5	14	0	0
Tspyl3	656	648	594	667	497	736
Plagl2	2400	2377	1836	3485	2820	3682
Pofut1	4270	3132	2844	2619	1787	2549
Kif3b	4054	3349	2809	5273	4231	6008
2500004C02Rik	266	263	217	475	299	483
Asxl1	4805	4549	3454	5617	4199	6071
Nol4l	2988	2349	2141	4533	3235	4970
Commd7	2048	2038	1642	1641	1213	1797
Dnmt3b	305	221	157	107	51	96
Mapre1	10966	9766	8294	6784	5032	7410
NA	2	0	0	0	0	0
Sun5	0	0	0	0	0	0
Bpifb2	0	0	0	0	0	0
Bpifb6	0	0	0	0	0	0
Bpifb3	0	0	0	0	0	4
Bpifb4	6	0	0	0	4	0
Bpifa6	30	67	87	0	0	0
Bpifa2	0	0	0	0	0	0
Bpifa3	172	231	125	3109	2179	3120
Bpifa1	6	0	7	78	59	99
Bpifa5	2	0	1	0	10	12
Bpifb1	61	89	90	582	521	797
Bpifb5	36	50	33	132	113	179
Bpifb9a	2	0	0	2	2	2
Bpifb9b	2	0	0	5	1	0
Cdk5rap1	620	484	487	775	618	810
Snta1	2579	1796	2025	2060	1569	1952
Cbfa2t2	2587	2154	1825	2363	1603	2495
Necab3	222	155	139	586	491	708
1700003F12Rik	26	15	9	28	17	19
Actl10	21	7	8	18	16	20
E2f1	287	205	256	303	244	391
Pxmp4	1216	1090	951	923	609	963
Zfp341	449	338	281	328	271	386
NA	0	2	0	2	0	2
Chmp4b	10663	10112	8404	8329	6848	9930
Rpl5-ps2	79	59	50	60	75	53
Raly	11686	11325	8713	7591	5732	8246
Eif2s2	4988	4122	4081	3271	2200	3751
a	13	16	8	5	15	2
Ahcy	4043	3175	3070	2636	1627	3346
2310005A03Rik	0	0	2	0	0	0
Itch	7950	6650	5491	5939	3699	6041
Dynlrb1	4304	3836	3016	2729	2086	3090
Map1lc3a	5774	5488	4202	5784	4245	6629
Pigu	1775	1616	1381	1582	1164	1744
Mir695	0	0	0	0	0	1
Trp53inp2	6554	6867	4329	3362	1869	3031
Ncoa6	5634	5312	3988	6055	3684	5528
Ggt7	392	440	331	817	580	1032
Acss2	1879	2254	1642	1078	729	1206
Acss2os	0	5	0	1	1	2
Gss	1370	1276	1091	1586	1364	2001
Myh7b	25	17	18	18	22	22
Mir499	0	0	0	0	0	0
Trpc4ap	10422	9242	7759	8011	5836	9150
Edem2	4807	5529	4554	4262	2977	4753
Procr	591	362	380	134	45	85
Mmp24	10	12	13	21	23	36
BC029722	1663	1543	1576	1310	919	1702
Eif6	3124	2956	2608	2478	2038	2898
Fam83c	8	4	9	12	2	2
Uqcc1	2514	2244	1966	2209	1842	2484
Gdf5	88	76	68	266	251	330
Cep250	3127	2627	1955	3339	2298	3260
6430550D23Rik	56	32	20	98	32	73
Ergic3	10631	8624	8440	10078	7993	12273
Fer1l4	96	71	16	4	2	0
Spag4	13	35	17	19	14	8
Cpne1	4001	3415	2769	2351	1329	1916
Rbm12	2352	2304	1731	1710	1484	1840
Nfs1	1925	1756	1386	1767	1335	2077
Romo1	1528	1363	1292	1221	1108	1302
Rbm39	15645	13466	10930	18895	11880	16034
Phf20	3494	2939	2413	3893	2401	4062
Scand1	2870	3077	2371	2782	2533	2722
Cnbd2	134	135	89	152	99	174
Norad	13275	11882	9645	10105	8430	11045
Epb41l1	5410	4625	3663	3058	1610	2745
Aar2	2130	1969	1624	2071	1856	2689
Gm14169	2	2	2	2	0	0
Dlgap4	5694	4401	3761	6169	4620	6180
4930405A21Rik	77	45	32	68	52	79
